,address,address_point,school_address,school_point,distance,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,Total
13170,Kohimarama,"(-36.8577300337831, 174.84092129403)",Otahuhu South West,"(-36.9521671940793, 174.840055031961)",10.48052960225576,0,0,0,9,0,0,0,0,0,0,12
13171,Bay View,"(-39.4415562192852, 176.858394710209)",Westshore,"(-39.4746211047338, 176.881171249734)",4.161598625908428,0,0,9,0,0,0,9,0,0,0,18
13172,Hillpark North,"(-37.0106359504115, 174.897898663717)",Otara Central,"(-36.9559345561559, 174.876779937487)",6.355124347577101,0,12,0,0,0,0,0,6,0,0,24
13173,Oteha West,"(-36.7220673254101, 174.716867447455)",Queen Street,"(-36.84774103961, 174.765249722554)",14.599827705657882,0,9,0,0,0,0,0,0,0,0,15
13174,Ngatea,"(-37.2789972877592, 175.491510498902)",Thames South,"(-37.1491221967602, 175.559037565076)",15.610315050298782,0,0,6,0,0,0,0,0,0,0,6
13175,Riverstone Terraces,"(-41.1120521758089, 175.038266532878)",Poets Block,"(-41.1229041857507, 175.046046012194)",1.3708940613127336,0,0,18,0,0,0,0,0,0,0,21
13176,Stanmore Bay West,"(-36.6230019659253, 174.727242255591)",Red Beach East,"(-36.6059211778783, 174.704889890019)",2.755224871621753,0,0,9,0,0,0,0,0,0,0,9
13177,Otaki,"(-40.7530413956573, 175.139668023237)",Te Horo,"(-40.7971094680234, 175.105878126844)",5.664432826154247,0,0,18,0,0,0,0,0,0,0,18
13178,Templeton,"(-43.5526026695814, 172.469627856477)",Mona Vale,"(-43.526383338023, 172.606693889098)",11.454813066333536,0,0,0,0,0,0,0,0,0,0,9
13179,Ranui Heights ,"(-41.1516095852615, 174.850072143846)",Postgate,"(-41.1133145378721, 174.882350036235)",5.043093043374374,0,0,6,0,0,0,0,0,0,0,6
13180,Mount Wellington Ferndale,"(-36.9021211328803, 174.831779292525)",Remuera South,"(-36.884435180668, 174.795265209317)",3.800711586263463,0,0,6,0,0,0,0,0,0,0,6
13181,Wattle Downs East,"(-37.0472233341352, 174.892949600557)",Queen Street,"(-36.84774103961, 174.765249722554)",24.889086853087143,0,6,0,0,0,0,0,0,0,0,6
13182,Manly West,"(-36.633365241511, 174.753000373071)",Albany Central,"(-36.7282018578392, 174.704835178594)",11.370679910286471,0,12,0,0,0,0,0,0,0,0,18
13183,Pukehangi North,"(-38.1348646744775, 176.205485897032)",Victoria,"(-38.142893901459, 176.24450819587)",3.5351389555072728,0,0,21,0,0,0,0,0,0,0,24
13184,Pakuranga Heights East,"(-36.9086275372358, 174.899037527776)",Manukau Central,"(-36.9913899098018, 174.869475281458)",9.554678327250738,0,0,0,0,0,0,0,0,0,0,6
13185,Papatoetoe Central,"(-36.9746174653607, 174.858006592095)",Mangere East,"(-36.9693007398184, 174.839171895207)",1.7778874204591115,0,0,0,0,0,0,0,0,0,0,6
13186,Sunnyvale East,"(-36.8995563862634, 174.642533791552)",Henderson Valley,"(-36.9064158343315, 174.569173838846)",6.582344050495858,0,0,9,0,0,0,0,0,0,0,9
13187,Whitianga North,"(-36.8214393105218, 175.673658202388)",Whitianga South,"(-36.8336233989356, 175.693563955299)",2.2320025147154494,0,6,87,0,0,0,39,0,0,0,141
13188,Sandringham North,"(-36.8805326822038, 174.739888775986)",Sandringham Central,"(-36.8881914724074, 174.733852777471)",1.005948244979512,0,0,24,0,0,30,0,0,0,0,54
13189,Ngaruawahia South,"(-37.6807214173578, 175.143398865241)",Pukete West,"(-37.7394206415582, 175.235270850379)",10.39579931588429,0,0,6,0,0,0,0,0,0,0,6
13190,Northcote Tuff Crater,"(-36.8075236023227, 174.750901178925)",Akoranga,"(-36.7965749882019, 174.754512443534)",1.2570255005998725,0,0,0,0,0,12,0,0,0,0,18
13191,Hairini,"(-37.7321134024455, 176.162710247986)",Pyes Pa South,"(-37.7492847287466, 176.12244346659)",4.028498007536951,0,0,0,0,0,0,0,0,0,0,12
13192,Marotiri,"(-38.5121437704513, 175.780642183395)",Hilltop (Taupo District),"(-38.699762130581, 176.099150470967)",34.69113196800422,0,0,6,0,0,0,24,0,0,0,33
13193,Melville South,"(-37.8156949934531, 175.278507397462)",Hillcrest West (Hamilton City),"(-37.7954666347269, 175.313265806318)",3.7961034339598165,0,33,12,0,0,0,0,6,0,0,63
13194,Raumati South,"(-40.9412661180916, 174.983291560376)",Paraparaumu East,"(-40.9193466551498, 175.011866326777)",3.4230789137752504,0,0,6,0,0,0,0,0,0,0,9
13195,Pegasus,"(-43.3113629594723, 172.696513896767)",Rangiora North East,"(-43.2974245182273, 172.600899537778)",7.910931874757558,0,0,0,0,0,0,0,0,0,0,9
13196,Waikuku,"(-43.2927037520252, 172.664409384199)",Kaiapoi South,"(-43.3918232373523, 172.646648712911)",11.105888268070732,0,0,0,0,0,0,39,0,0,0,42
13197,Massey South,"(-36.8499498805392, 174.616258952791)",Akoranga,"(-36.7965749882019, 174.754512443534)",13.683094181632608,0,0,0,0,0,0,0,0,0,0,6
13198,Henderson North East,"(-36.8793850417069, 174.640070103468)",Henderson Lincoln South,"(-36.8672246782972, 174.623675053551)",1.9894512718224084,0,0,15,0,0,0,0,0,0,0,30
13199,Hoon Hay East,"(-43.564783850665, 172.600143164759)",Christchurch Central-South,"(-43.5381586119483, 172.642402889103)",4.5180060951917485,0,30,6,0,9,0,0,15,0,0,63
13200,Winchmore-Wakanui,"(-43.9631859823731, 171.828290968397)",Allenton East,"(-43.8911829961953, 171.757564462236)",9.81138274916294,0,9,15,0,0,0,27,0,0,0,51
13201,Kauwhata,"(-40.3767346752102, 175.475998897886)",Turitea,"(-40.3905367818229, 175.608625286221)",11.36565071807036,0,12,0,0,0,0,0,0,0,0,12
13202,Awapuni South ,"(-40.3778449296696, 175.593434719446)",West End,"(-40.3679753605072, 175.603392940925)",1.3843147502131283,0,0,21,0,0,21,0,0,0,0,42
13203,Mataraua Forest,"(-35.5471552652577, 173.805365160792)",Ohaeawai-Waimate North,"(-35.3352090378143, 173.859923724124)",24.031255164196978,0,0,9,0,0,0,0,0,0,0,9
13204,Mount Wellington East,"(-36.9014870132051, 174.838845423957)",Half Moon Bay South East,"(-36.8946658671465, 174.902524869921)",5.7260276338796405,0,0,0,0,0,0,0,0,0,0,6
13205,Kere Kere,"(-40.5271327264992, 175.316411845374)",Tremaine,"(-40.3396904173694, 175.598656907744)",31.729759992468292,0,0,0,0,0,0,0,0,0,0,9
13206,Blockhouse Bay North East,"(-36.9148374116494, 174.708211281863)",Lynfield North,"(-36.9195277059711, 174.717630426356)",0.9876198673175041,0,0,45,0,0,63,0,0,0,0,114
13207,Mount Cook East,"(-41.3025148094011, 174.777501443701)",Vivian West,"(-41.2946930980505, 174.772839721815)",0.9523876783995298,0,0,0,0,0,60,0,0,0,6,75
13208,Saint Andrews West,"(-37.7531064554613, 175.250254387695)",Pukete West,"(-37.7394206415582, 175.235270850379)",2.012779438420646,0,0,27,0,0,0,0,0,0,0,27
13209,Normanby ,"(-45.8417597008458, 170.544903410762)",Arthur Street,"(-45.8757494038983, 170.492727245981)",5.539978148076076,0,0,15,0,0,0,0,0,0,0,21
13210,Ilam South,"(-43.5243795023959, 172.562603854061)",Jellie Park,"(-43.5132939152601, 172.583603260898)",2.097517298839044,0,0,18,0,0,6,0,0,0,0,24
13211,Dairy Flat North,"(-36.6446947021513, 174.653742242965)",Northcross,"(-36.7116574276641, 174.730768304957)",10.130275577421443,0,0,0,0,0,0,0,0,0,0,12
13212,Mount Wellington Central,"(-36.9083361913532, 174.844608048261)",Ellerslie West,"(-36.8989711687675, 174.806124638905)",3.5837945913198865,0,0,9,0,0,0,0,0,0,0,9
13213,Wakari,"(-45.8583870531894, 170.486218637786)",Halfway Bush,"(-45.8570668720701, 170.466542276432)",1.535126710486148,0,0,6,0,0,0,0,0,0,0,6
13214,Musselburgh,"(-45.8973379844051, 170.518147401739)",Waverley ,"(-45.8846378861116, 170.533502768949)",1.8474426286197978,0,0,9,0,0,0,0,0,0,0,9
13215,Lincoln East,"(-43.6385329963593, 172.493691686759)",Sockburn North,"(-43.5324798994711, 172.55741654405)",12.857872101104965,0,0,0,0,0,0,0,0,0,0,12
13216,Miramar East,"(-41.3189077725217, 174.8218728836)",Miramar Central,"(-41.312929433732, 174.817635764797)",0.7527991616221811,0,0,18,0,0,0,0,0,0,0,24
13217,Hoon Hay West,"(-43.5606063171542, 172.590432281958)",Hei Hei,"(-43.5339324177006, 172.522614767657)",6.230520629689911,0,0,9,0,0,0,0,0,0,0,9
13218,Massey Road North,"(-36.9640015226561, 174.83260411926)",Otara Central,"(-36.9559345561559, 174.876779937487)",4.034796679294328,0,15,0,0,0,0,0,0,0,0,18
13219,Bethlehem Central,"(-37.7065879039271, 176.114981182161)",Bellevue,"(-37.6793833729736, 176.129239200748)",3.270845386034925,0,12,81,0,0,0,30,18,0,0,150
13220,Henderson North,"(-36.8760615379878, 174.625342297036)",Te Atatu Peninsula West,"(-36.8487223576432, 174.646984215442)",3.5957301894436706,0,0,0,0,0,0,0,0,0,0,12
13221,Mount Wellington South East,"(-36.9269911839914, 174.855443687264)",Glen Innes East-Wai O Taiki Bay,"(-36.8736023950335, 174.871201973183)",6.0890569054849,0,0,6,0,0,0,0,0,0,0,9
13222,Glenview,"(-37.8191487656962, 175.290548359118)",Hamilton East Village,"(-37.7902816805082, 175.293246525855)",3.212836881006995,0,0,18,0,0,0,0,9,0,0,27
13223,Royal Heights North,"(-36.8285119746225, 174.627746192602)",Westgate Central,"(-36.8146271116523, 174.605774445193)",2.4934000930911764,0,0,0,0,0,0,0,0,0,0,6
13224,Washington,"(-41.2752188240549, 173.266544655623)",Richmond West (Tasman District),"(-41.3302068611165, 173.169505317257)",10.165742005056206,0,0,0,0,0,0,0,0,0,0,6
13225,Saint Heliers South,"(-36.8639510620163, 174.856330240195)",Glendowie South,"(-36.8646606038074, 174.867237899327)",0.9758136936154215,0,6,66,0,0,105,0,0,0,0,186
13226,Fairfield (Dunedin City),"(-45.9016140601653, 170.400797407614)",Wakari,"(-45.8583870531894, 170.486218637786)",8.188935808806566,0,0,9,0,0,0,0,0,0,0,15
13227,Pakuranga Central,"(-36.9147051106243, 174.877811008844)",Auckland-University,"(-36.8514305677009, 174.769064686484)",11.97040345491546,0,18,0,9,0,0,0,42,0,0,75
13228,Titahi Bay South,"(-41.1133953086052, 174.826988182542)",Wellington University,"(-41.2890840052212, 174.767625296495)",20.13692525261624,0,0,0,0,0,0,0,0,0,0,30
13229,Ferndale,"(-39.0897512371419, 174.058037555536)",Frankleigh Park,"(-39.0842123749177, 174.070128978113)",1.2134860224085708,0,0,15,0,0,18,0,0,0,0,36
13230,Manuka,"(-41.185029124228, 174.986983534357)",Hutt Central North,"(-41.2087223640151, 174.906648688198)",7.234343492380471,0,0,0,0,0,0,0,0,0,0,9
13231,Mount Roskill North,"(-36.9005393265844, 174.744213399476)",Greenlane North,"(-36.8915767539754, 174.792957099586)",4.45705372220497,0,0,0,0,0,0,0,0,0,0,9
13232,Tokorangi,"(-40.1238334175263, 175.549708000877)",Warwick,"(-40.222825132937, 175.559018214904)",11.020408320013404,0,0,6,0,0,0,0,0,0,0,6
13233,Tainui,"(-45.9034858632131, 170.527786095038)",Campus South,"(-45.8679379203742, 170.51211678589)",4.134093413514059,0,21,0,0,0,0,0,12,0,0,42
13234,Stokes Valley Central,"(-41.1689162152037, 174.977361260299)",Naenae North,"(-41.1973775558344, 174.9624851096)",3.398349512669578,0,0,6,0,0,0,0,0,0,0,6
13235,Opaki,"(-40.9022354874073, 175.65959233863)",Solway North,"(-40.9574561986728, 175.630298374964)",6.610123552805872,0,0,18,0,0,0,0,0,0,0,21
13236,Mount Maunganui South,"(-37.6490116086894, 176.19758038122)",Mount Maunganui Central,"(-37.6642389124674, 176.19448097391)",1.7120639610305333,0,0,12,0,0,0,0,0,0,0,18
13237,Nawton West,"(-37.7850239173891, 175.233573869941)",Forest Lake (Hamilton City),"(-37.7713422134307, 175.252908949619)",2.281980915987568,0,0,0,0,0,0,0,0,0,0,6
13238,Otahuhu South West,"(-36.9521671940793, 174.840055031961)",Harania South,"(-36.9675009524333, 174.814633035909)",2.832252437059539,0,0,9,0,0,0,0,0,0,0,9
13239,Maungatapu,"(-37.7183263971441, 176.178948758108)",Greerton South,"(-37.7276567915374, 176.125187135686)",4.851537601938103,0,24,0,0,0,0,0,0,0,0,27
13240,Takaro North,"(-40.3498858318691, 175.598691271157)",Papaioea North,"(-40.3472124412479, 175.618920728258)",1.7441051905391558,0,0,15,0,0,0,0,0,0,0,15
13241,Freemans Bay,"(-36.8522012846305, 174.750417099359)",Newmarket,"(-36.8685388930797, 174.777062989042)",2.988842667273777,0,0,0,0,0,0,0,0,0,0,6
13242,Otahuhu South,"(-36.9471939601945, 174.849966554476)",Auckland-University,"(-36.8514305677009, 174.769064686484)",12.842742305899248,0,9,0,30,0,0,0,15,0,0,54
13243,Haruru,"(-35.2793263636274, 174.059212683747)",Opua (Far North District),"(-35.3227022884911, 174.100026046345)",6.077716717561054,0,0,12,0,0,0,0,0,0,0,12
13244,Maungaraki,"(-41.2084097806612, 174.879903070224)",Eastern Bays ,"(-41.2807802793967, 174.909265310186)",8.405772595426813,0,0,0,0,0,0,0,0,0,0,6
13245,Lyall Bay,"(-41.3271038241728, 174.794178516821)",Kilbirnie Central,"(-41.3169431695911, 174.792678991307)",1.1354061721542783,0,0,18,0,9,27,0,0,0,0,63
13246,Miropiko,"(-37.7646389243043, 175.271557263751)",Hamilton East Village,"(-37.7902816805082, 175.293246525855)",3.42805692368706,0,0,39,0,15,6,0,0,0,0,69
13247,Flagstaff East,"(-37.7341588456021, 175.253750466091)",Queenwood (Hamilton City),"(-37.7464548762516, 175.266163772884)",1.7491904928229436,0,0,6,0,0,0,0,0,0,0,6
13248,Kingston-Mornington-Vogeltown,"(-41.319516685865, 174.765801877772)",Wellington University,"(-41.2890840052212, 174.767625296495)",3.3832952221457933,0,12,0,0,0,6,0,24,0,9,54
13249,Deanwell,"(-37.8203408053361, 175.274191653442)",Hamilton Central,"(-37.789380825711, 175.282030667612)",3.5049913125443872,0,9,0,0,0,0,0,6,0,0,18
13250,Harbourside,"(-45.8678272730956, 170.531300758879)",Campus South,"(-45.8679379203742, 170.51211678589)",1.4896375349314914,0,0,0,0,0,9,0,0,0,0,15
13251,Redwood East,"(-43.479705069393, 172.622909323499)",Burnside,"(-43.5030914745859, 172.575941300249)",4.602680836490606,0,0,0,0,0,0,0,0,0,0,6
13252,Warwick,"(-40.222825132937, 175.559018214904)",Kimbolton West,"(-40.2181527873715, 175.57020380918)",1.0842802231186373,0,0,12,0,0,0,0,0,0,0,15
13253,Ilam North,"(-43.5132954958996, 172.569111603914)",Bush Inn,"(-43.5294222358771, 172.576401995648)",1.8861859734592406,0,0,0,0,0,0,0,0,0,0,9
13254,Waterloo West,"(-41.2149959347723, 174.920552573989)",Trentham South,"(-41.1489054409155, 175.04082560982)",12.478294931336023,0,0,0,0,0,0,0,0,0,0,21
13255,Mangere Mountain View,"(-36.9525157289744, 174.785859895791)",Favona West,"(-36.9559283369304, 174.800111550859)",1.324617593875275,0,0,0,0,0,0,0,0,0,0,6
13256,Queens Square,"(-39.6444719071769, 176.853837037034)",Karanema-St Hill,"(-39.664510960305, 176.886271255083)",3.5635017209469684,0,0,0,0,0,0,0,0,0,0,9
13257,Toi Toi,"(-41.2854065093963, 173.261700721646)",Broadgreen-Monaco,"(-41.3072588914324, 173.226879725015)",3.794201121241581,0,0,9,0,0,0,0,0,0,0,9
13258,Mount Eden South,"(-36.8958251122779, 174.754487650085)",Mount St John,"(-36.8823681227808, 174.780359472871)",2.7475356377698112,0,0,33,0,0,6,6,24,0,0,72
13259,Newlands North,"(-41.2240631248481, 174.820535991096)",Paparangi,"(-41.216743695113, 174.819837153726)",0.814991987443179,0,0,72,0,0,177,0,0,0,0,258
13260,Kilbirnie Central,"(-41.3169431695911, 174.792678991307)",Lyall Bay,"(-41.3271038241728, 174.794178516821)",1.1354061721542783,0,0,18,0,0,18,0,0,0,0,39
13261,Taita North,"(-41.171263161292, 174.964627451353)",Avalon East,"(-41.1958134753879, 174.944554610312)",3.204699756203466,0,0,21,0,0,0,0,18,0,0,48
13262,Sandringham North,"(-36.8805326822038, 174.739888775986)",Mount Eden North East,"(-36.8691309660664, 174.765550255521)",2.6144861658958427,0,0,0,12,0,0,0,0,0,0,15
13263,Kamo East,"(-35.67747272546, 174.309802457407)",Kamo West,"(-35.6700647555389, 174.29507451879)",1.5663532129234152,0,0,33,0,0,0,0,0,0,0,39
13264,Summerland North,"(-36.8759544781718, 174.613458263561)",Queen Street,"(-36.84774103961, 174.765249722554)",13.893018155375811,0,6,0,0,0,0,0,0,0,0,12
13265,Poutoa,"(-40.3900382024468, 175.645441434753)",Milverton,"(-40.3596954306793, 175.619832510235)",4.01026509762914,0,0,42,0,0,0,0,0,0,0,42
13266,Suffolk,"(-41.3248563226667, 173.220940895678)",Enner Glynn,"(-41.3149542690274, 173.264373291882)",3.799116480964913,0,0,15,0,0,0,0,0,0,0,15
13267,Winchmore-Wakanui,"(-43.9631859823731, 171.828290968397)",Allenton North,"(-43.8820565823712, 171.745125620518)",11.219089998843474,0,0,12,0,0,0,6,0,0,0,21
13268,Gore North,"(-46.0916146256106, 168.938687980519)",Gore Main,"(-46.1042767576926, 168.937456601507)",1.4106541563715973,0,0,27,0,0,0,0,0,0,0,30
13269,Mangere Bridge,"(-36.9435697643235, 174.788540047435)",Mount Albert Central,"(-36.8834503423131, 174.723396651018)",8.84376010528827,0,0,0,0,0,0,9,0,0,0,12
13270,Tuscany Heights,"(-36.9792149585313, 174.955099679314)",Glendowie South,"(-36.8646606038074, 174.867237899327)",14.929972162849271,0,0,0,0,0,0,6,0,0,0,6
13271,Solway South,"(-40.9691055553686, 175.634035706149)",Kuripuni,"(-40.9516757911176, 175.643263441071)",2.0857005966711086,0,6,63,0,6,39,0,0,0,0,114
13272,Henderson East,"(-36.8867513055311, 174.638513720122)",Te Atatu South-Edmonton,"(-36.8646637446293, 174.642208521703)",2.4732101170935197,0,0,0,0,0,0,6,0,0,0,12
13273,Ngakuru,"(-38.3265856036239, 176.199500488673)",Pomare,"(-38.1544045215314, 176.221654604536)",19.21043301717425,0,6,0,0,0,0,0,0,0,0,9
13274,Kelston North,"(-36.8957913714419, 174.666344490036)",Queen Street,"(-36.84774103961, 174.765249722554)",10.30534169697263,0,6,0,0,0,0,0,0,0,0,9
13275,Eastern Bays ,"(-41.2807802793967, 174.909265310186)",Strathmore (Wellington City),"(-41.3316410417899, 174.820544957043)",9.33323110435611,0,0,0,0,0,0,0,0,0,0,9
13276,Awarua Plains,"(-46.4826918308426, 168.604098793157)",Wyndham-Catlins,"(-46.4728327630628, 168.991931200657)",29.803283457897464,0,0,0,0,0,0,6,0,0,0,6
13277,Karaka Lakes,"(-37.0845646058955, 174.926483853279)",Kingseat-Karaka,"(-37.1244241879656, 174.82148592815)",10.32848078273516,0,0,21,0,0,0,9,0,0,0,30
13278,Sunnynook North,"(-36.7508686225934, 174.741693638853)",Forrest Hill North,"(-36.7571834735817, 174.746539801497)",0.8236280306979237,0,0,0,0,0,6,0,0,0,0,9
13279,Greensboro,"(-37.7858058902622, 175.310164014653)",Hillcrest West (Hamilton City),"(-37.7954666347269, 175.313265806318)",1.1065296259472621,0,135,33,0,21,1047,0,12,0,12,1263
13280,Maupuia,"(-41.2971459968426, 174.824545139365)",Thorndon,"(-41.272464451446, 174.774227338297)",5.028103228831654,0,0,6,0,0,0,0,0,0,0,6
13281,Lansdowne East,"(-40.9413874872984, 175.681190664284)",Solway North,"(-40.9574561986728, 175.630298374964)",4.641817804927168,0,0,27,0,0,0,0,0,0,0,36
13282,Grange,"(-36.9637705547388, 174.849416950955)",Otahuhu South,"(-36.9471939601945, 174.849966554476)",1.840268676648902,0,0,6,0,0,0,0,0,0,0,12
13283,Albany Central,"(-36.7282018578392, 174.704835178594)",Albany West,"(-36.7414673963809, 174.68787988426)",2.112026132439701,0,0,9,0,0,0,0,0,0,0,12
13284,Aurora,"(-46.4299233930137, 168.382233978822)",Georgetown,"(-46.4193238943825, 168.369006356941)",1.5563097264176236,0,0,12,0,0,0,0,0,0,0,12
13285,Maupuia,"(-41.2971459968426, 174.824545139365)",Miramar North,"(-41.3059853668128, 174.82326311214)",0.9875523596964473,0,0,36,0,0,6,0,0,0,0,45
13286,Taumarumaru,"(-34.9967268249722, 173.507744017992)",Kerikeri Central,"(-35.2250730934155, 173.950963038966)",47.69081057050322,0,0,0,0,0,0,0,0,0,0,9
13287,Chatswood,"(-36.8183658773958, 174.710499772482)",Auckland-University,"(-36.8514305677009, 174.769064686484)",6.384075469260356,0,27,0,0,0,0,0,93,0,0,129
13288,Brooklyn North,"(-41.3042788331329, 174.755856674625)",Karori East,"(-41.2870258700815, 174.74742199704)",2.0421978466266126,0,0,0,0,0,0,9,0,0,0,12
13289,Belmont (Lower Hutt City),"(-41.1900685976901, 174.921239010582)",Tirohanga,"(-41.1982545060995, 174.905849662843)",1.5789562129850772,0,0,33,0,0,12,0,0,0,0,48
13290,South New Brighton,"(-43.5312961661236, 172.739176926549)",Christchurch Central,"(-43.5324336842168, 172.636016348593)",8.339852968075665,0,6,0,0,0,0,0,0,0,0,9
13291,Te Manatu,"(-37.7261987648744, 175.281957340046)",Rototuna North,"(-37.7173795471373, 175.265050491582)",1.7832372900440965,0,0,105,0,45,0,0,6,0,0,165
13292,Waipawa,"(-39.9397590433312, 176.591343100667)",Mangarara,"(-39.9900371670427, 176.762648581484)",15.66446084248716,0,0,0,0,0,0,0,0,0,0,6
13293,Burswood,"(-36.9224809503048, 174.89743986987)",East Tamaki,"(-36.938232416025, 174.887128710513)",1.974730721489253,0,0,9,0,0,0,0,0,0,0,9
13294,Sydenham South,"(-43.5548207350488, 172.641303949352)",Waltham,"(-43.5505676166556, 172.653282120819)",1.0770997725605733,0,0,9,0,0,9,0,0,0,0,21
13295,Golden Downs,"(-41.5089092193579, 172.788265249463)",Templemore,"(-41.3415224833869, 173.204187357576)",39.425838369694404,0,0,0,0,0,0,36,0,0,0,45
13296,Grey Lynn Central,"(-36.8620992526245, 174.746220306699)",Mount Albert Central,"(-36.8834503423131, 174.723396651018)",3.1233453810032175,0,0,0,0,0,0,0,0,0,0,9
13297,Allenton South,"(-43.8905411617382, 171.732326630363)",Tinwald South,"(-43.9247881420589, 171.718221455982)",3.970312846764073,0,0,6,0,0,0,0,0,0,0,6
13298,Palm Beach South-Gravatt,"(-37.6983443097922, 176.276361750434)",Pyes Pa South,"(-37.7492847287466, 176.12244346659)",14.700342701395353,0,0,0,0,0,0,12,0,0,0,21
13299,Houghton Bay,"(-41.3377663063918, 174.787391902159)",Mount Victoria,"(-41.2988287767048, 174.787638266436)",4.324453789712766,0,0,6,0,0,0,15,12,0,0,33
13300,Buckland,"(-37.2273376489588, 174.919240637888)",Pukekohe North West,"(-37.1822547590072, 174.895803419892)",5.418715177013286,0,0,6,0,0,0,0,0,0,0,6
