WKT,code,name,easting,northing,latitude,longitude
POINT (174.89743986987 -36.9224809503048),152500,Burswood,1769006.64575,5912045.5303,-36.92248095,174.89743987
POINT (174.822265498435 -36.9718541893887),152600,Massey Road South,1762205.39515,5906698.29855,-36.97185419,174.8222655
POINT (174.843067006504 -36.9604449359971),152700,Middlemore,1764081.67255,5907928.5046,-36.96044494,174.84306701
POINT (174.827439385277 -36.9869592556663),152800,Mangere South East,1762633.81815,5905013.587,-36.98695925,174.82743938
POINT (174.921775467509 -36.9100387704501),152900,Botany Downs East,1771202.28745,5913382.56055,-36.91003877,174.92177547
POINT (174.849416950955 -36.9637705547388),153000,Grange,1764639.87645,5907548.57395,-36.96377055,174.84941695
POINT (174.907810821864 -36.9214430958683),153100,Golflands,1769932.7954,5912142.243,-36.92144309,174.90781082
POINT (174.826687006641 -36.973591186241),153200,Aorere North,1762595.30765,5906498.04075,-36.97359119,174.82668701
POINT (174.839171895207 -36.9693007398184),153300,Mangere East,1763715.8996,5906952.66865,-36.96930074,174.8391719
POINT (174.943282380972 -36.8976556845864),153400,Cockle Bay,1773146.43825,5914717.62735,-36.89765568,174.94328238
POINT (174.865347643029 -36.9559101701933),153500,Otara West,1766075.28445,5908393.0181,-36.95591017,174.86534764
POINT (174.830334748039 -36.9767938093743),153600,Aorere Central,1762913.19805,5906136.4794,-36.97679381,174.83033475
POINT (174.922479121025 -36.9172496384946),153700,Northpark North,1771248.85035,5912581.257,-36.91724964,174.92247912
POINT (174.933941086752 -36.9123424613331),153800,Somerville,1772280.99955,5913105.0565,-36.91234246,174.93394109
POINT (174.916410350794 -36.9227022036763),153900,Northpark South,1770696.04585,5911987.18255,-36.9227022,174.91641035
POINT (174.849361204417 -36.9709311856795),154000,Papatoetoe North,1764619.4871,5906754.20705,-36.97093119,174.8493612
POINT (174.860696819973 -36.9633729305199),154100,Dingwall,1765644.9997,5907573.13155,-36.96337293,174.86069682
POINT (174.837558489336 -36.98140867767),154200,Aorere South,1763546.3443,5905612.0811,-36.98140868,174.83755849
POINT (174.946451222578 -36.908308159566),154300,Shelly Park,1773404.6941,5913529.98415,-36.90830816,174.94645122
POINT (174.876779937487 -36.9559345561559),154400,Otara Central,1767093.17055,5908370.32015,-36.95593456,174.87677994
POINT (174.906990608044 -36.9338711672949),154500,Huntington Park,1769832.1461,5910764.82095,-36.93387117,174.90699061
POINT (174.912236657683 -36.9311690786179),154600,Botany Central,1770305.40995,5911055.2546,-36.93116908,174.91223666
POINT (174.926120275216 -36.9250236298629),154700,Botany North,1771555.8035,5911712.19115,-36.92502363,174.92612028
POINT (174.846505447132 -36.9800810607804),154800,Papatoetoe West,1764345.5745,5905743.9718,-36.98008106,174.84650545
POINT (174.858006592095 -36.9746174653607),154900,Papatoetoe Central,1765381.14525,5906330.23765,-36.97461746,174.85800659
POINT (174.997831590978 -36.8826267374861),155000,Sunkist Bay,1778042.2355,5916284.6801,-36.88262674,174.99783159
POINT (174.886250641404 -36.9549422386179),155100,Otara East,1767938.6296,5908463.76245,-36.95494224,174.88625064
POINT (174.905271241955 -36.9431390723853),155200,Redcastle,1769658.45115,5909739.61585,-36.94313907,174.90527124
POINT (174.922599218347 -36.9322196768011),155300,Botany East,1771226.0542,5910920.12485,-36.93221968,174.92259922
POINT (174.91414623875 -36.9385812005159),155400,Botany South,1770458.9812,5910229.4704,-36.9385812,174.91414624
POINT (174.869475281458 -36.9913899098018),155500,Manukau Central,1766365.53415,5904449.36385,-36.99138991,174.86947528
POINT (174.873536369164 -36.9723773592522),155600,Papatoetoe East,1766768.4772,5906551.68975,-36.97237736,174.87353637
POINT (174.87640961222 -36.9683343366519),155700,Otara South,1767033.09575,5906995.2244,-36.96833434,174.87640961
POINT (174.882521566207 -36.9661670036725),155800,Ferguson,1767581.9735,5907224.9509,-36.966167,174.88252157
POINT (174.846810658498 -36.9894551095883),155900,Papatoetoe South West,1764352.56705,5904703.4033,-36.98945511,174.84681066
POINT (174.896418037954 -36.9596284338341),156000,Botany Junction,1768833.6058,5907925.8588,-36.95962843,174.89641804
POINT (174.912214844138 -36.9458412432691),156100,Dannemora North,1770270.8053,5909427.42545,-36.94584124,174.91221484
POINT (174.867265434548 -36.9774918356683),156200,Papatoetoe South,1766199.10235,5905995.20695,-36.97749183,174.86726543
POINT (174.92247187719 -36.941786900113),156300,East Tamaki Heights,1771193.3008,5909858.87425,-36.9417869,174.92247188
POINT (175.003161119063 -36.8963182174198),156400,Te Puru,1778485.3522,5914755.6483,-36.89631822,175.00316112
POINT (174.862356227364 -36.9835446434806),156500,Puhinui North,1765748.9718,5905332.2107,-36.98354464,174.86235623
POINT (174.909704885202 -36.9521078633869),156600,Dannemora South,1770033.3507,5908736.6294,-36.95210786,174.90970489
POINT (174.858929259012 -36.9890546492042),156700,Puhinui South,1765432.00605,5904726.8408,-36.98905465,174.85892926
POINT (174.889325545573 -36.973932249416),156800,Rongomai West,1768170.6329,5906351.4062,-36.97393225,174.88932555
POINT (174.916701725881 -36.9552586172708),156900,Baverstock,1770649.3566,5908374.5429,-36.95525862,174.91670173
POINT (174.871784481419 -36.9822384143417),157000,Puhinui East,1766591.01485,5905460.679,-36.98223841,174.87178448
POINT (174.988546714888 -36.9640881620334),157100,Turanga,1777026.17255,5907263.7734,-36.96408816,174.98854671
POINT (174.894315546891 -36.9727863613372),157200,Rongomai East,1768617.3717,5906469.71735,-36.97278636,174.89431555
POINT (174.913098410622 -36.9641304846779),157300,Ormiston North,1770308.7413,5907396.6602,-36.96413048,174.91309841
POINT (175.037971114498 -36.8877486688498),157400,Maraetai,1781607.66285,5915640.7443,-36.88774867,175.03797111
POINT (174.902140026645 -36.9718724846529),157500,Chapel Downs,1769315.9431,5906557.2274,-36.97187248,174.90214003
POINT (174.862436704723 -37.0082826395522),157600,Wiri West,1765702.42865,5902587.40265,-37.00828264,174.8624367
POINT (174.89311668705 -36.9795637594648),157700,Clover Park North,1768495.6981,5905719.88925,-36.97956376,174.89311669
POINT (174.930911145508 -36.9581915914976),157800,Mission Heights North,1771907.99885,5908023.5794,-36.95819159,174.93091114
POINT (174.890121731129 -36.9856325166438),157900,Clover Park South,1768215.7397,5905051.8585,-36.98563252,174.89012173
POINT (174.907856291223 -36.9774925393146),158000,Donegal Park,1769812.32675,5905923.50315,-36.97749254,174.90785629
POINT (174.917585895973 -36.9759679689132),158100,Ormiston South,1770681.82485,5906075.25685,-36.97596797,174.9175859
POINT (174.93217509604 -36.9650398562946),158200,Mission Heights South,1772005.1271,5907261.4814,-36.96503986,174.9321751
POINT (174.907713403195 -36.9857189901601),158300,Hilltop (Auckland),1769781.3193,5905011.0329,-36.98571899,174.9077134
POINT (174.887090313744 -36.9990376344477),158400,Wiri East,1767916.4388,5903569.9151,-36.99903763,174.88709031
POINT (174.8973283396 -36.994217465234),158500,Goodwood Heights,1768838.18885,5904086.5992,-36.99421746,174.89732834
POINT (174.931079248159 -36.9820474883603),158600,Ormiston East,1771869.2968,5905376.45745,-36.98204749,174.93107925
POINT (174.860038397449 -37.0244532527454),158700,Clendon Park North,1765453.95065,5900797.45065,-37.02445325,174.8600384
POINT (174.867988251434 -37.021390335566),158800,Burbank,1766167.8483,5901123.422,-37.02139033,174.86798825
POINT (174.955099679314 -36.9792149585313),158900,Tuscany Heights,1774013.8388,5905647.0931,-36.97921496,174.95509968
POINT (174.900244979012 -37.0016392989661),159000,Totara Heights,1769081.31825,5903257.9672,-37.0016393,174.90024498
POINT (174.885461239864 -37.0133257053632),159100,Homai East,1767740.0557,5901987.52595,-37.0133257,174.88546124
POINT (174.877995945934 -37.0188881299965),159200,Homai West,1767063.65685,5901383.5115,-37.01888813,174.87799595
POINT (174.913038458504 -37.0015699595273),159300,The Gardens (Auckland),1770219.9372,5903242.85135,-37.00156996,174.91303846
POINT (174.707576005271 -37.138362467155),159400,Clarks Beach,1751663.7997,5888413.76105,-37.13836247,174.70757601
POINT (174.85926627004 -37.0323536901518),159500,Clendon Park West,1765368.1262,5899922.24025,-37.03235369,174.85926627
POINT (174.897898663717 -37.0106359504115),159600,Hillpark North,1768852.61605,5902263.95265,-37.01063595,174.89789866
POINT (174.865140896026 -37.0323000313113),159700,Clendon Park East,1765890.79895,5899917.96125,-37.03230003,174.8651409
POINT (174.764377390048 -37.1343639072285),159800,Karaka Creek,1756717.47505,5888765.0803,-37.13436391,174.76437739
POINT (174.872165805 -37.0285592700769),159900,Rowandale West,1766523.84555,5900320.7212,-37.02855927,174.8721658
POINT (174.880879125883 -37.0252936155637),160000,Rowandale East,1767306.113,5900667.7535,-37.02529361,174.88087913
POINT (174.891472252041 -37.0211151495205),160100,Manurewa Central,1768257.6959,5901112.6686,-37.02111515,174.89147225
POINT (174.865306837767 -37.0393830752906),160200,Weymouth North,1765890.14435,5899131.8066,-37.03938307,174.86530684
POINT (174.900424650483 -37.0171708164646),160300,Hillpark South,1769062.88845,5901534.42005,-37.01717082,174.90042465
POINT (174.920801952338 -37.0124769952479),160400,Alfriston,1770886.3673,5902018.79205,-37.01247699,174.92080195
POINT (174.877606847435 -37.0373498832295),160500,Weymouth East,1766988.60215,5899335.85785,-37.03734988,174.87760685
POINT (174.887343524545 -37.032196541235),160600,Leabank,1767865.9869,5899890.47905,-37.03219654,174.88734352
POINT (174.862995514708 -37.046824121078),160700,Weymouth South,1765668.3908,5898310.2508,-37.04682412,174.86299551
POINT (174.906109268822 -37.0258383245164),160800,Manurewa East,1769549.3768,5900562.63555,-37.02583832,174.90610927
POINT (174.900408763982 -37.0313883446445),160900,Manurewa South,1769029.95805,5899957.0046,-37.03138834,174.90040876
POINT (174.917830221521 -37.0198626118392),161000,Randwick Park East,1770605.43695,5901204.68595,-37.01986261,174.91783022
POINT (174.87522682408 -37.0512812797827),161100,Wattle Downs West,1766746.4219,5897794.33955,-37.05128128,174.87522682
POINT (174.894873361156 -37.0386701596626),161200,Wattle Downs North,1768521.46815,5899158.9072,-37.03867016,174.89487336
POINT (174.913579329163 -37.0262473681755),161300,Randwick Park West,1770212.99765,5900503.90805,-37.02624737,174.91357933
POINT (174.82148592815 -37.1244241879656),161400,Kingseat-Karaka,1761811.66265,5889772.03695,-37.12442419,174.82148593
POINT (174.892949600557 -37.0472233341352),161500,Wattle Downs East,1768331.4662,5898213.3337,-37.04722333,174.8929496
POINT (174.932292425381 -37.0262252138635),161600,Takanini North,1771877.75275,5900472.7095,-37.02622521,174.93229242
POINT (174.915355794826 -37.0335978558253),161700,Takanini Industrial,1770354.6059,5899685.1832,-37.03359785,174.91535579
POINT (174.912930138405 -37.0486937042683),161800,Conifer Grove West,1770105.14405,5898014.62465,-37.0486937,174.91293014
POINT (174.915371772803 -37.0439376420428),161900,Conifer Grove East,1770332.9177,5898537.9435,-37.04393764,174.91537177
POINT (174.921129413341 -37.0406850588919),162000,Takanini West,1770852.28635,5898888.48985,-37.04068506,174.92112941
POINT (174.938883088467 -37.0415735982671),162100,Takanini South,1772429.3341,5898757.8517,-37.0415736,174.93888309
POINT (174.925868956392 -37.0506988448197),162200,Takanini Central,1771251.32595,5897768.9177,-37.05069884,174.92586896
POINT (175.011479925795 -37.0618384337035),162300,Ardmore,1778838.67705,5896375.26305,-37.06183843,175.01147993
POINT (174.755272048579 -37.2018348806569),162400,Glenbrook,1755770.04375,5881294.1381,-37.20183488,174.75527205
POINT (174.914194448576 -37.0736995971307),162500,Hingaia,1770161.69995,5895237.9202,-37.0736996,174.91419445
POINT (174.945149808883 -37.0490201319616),162600,Takanini South East,1772969.8025,5897920.2607,-37.04902013,174.94514981
POINT (175.151968518705 -36.9841336252742),162700,Kawakawa Bay-Orere,1791526.02475,5904723.36495,-36.98413362,175.15196852
POINT (174.934168027214 -37.0565367099997),162800,Papakura West,1771976.1895,5897106.21135,-37.05653671,174.93416803
POINT (175.045906739233 -37.0148097745761),162900,Clevedon,1782012.16655,5901527.90845,-37.01480977,175.04590674
POINT (174.947946127283 -37.0574140638617),163000,Papakura North,1773199.4015,5896983.84505,-37.05741406,174.94794613
POINT (174.932728571408 -37.0686478539021),163100,Pahurehure,1771820.858,5895765.06145,-37.06864785,174.93272857
POINT (174.942818855429 -37.0654230514273),163200,Papakura Central,1772725.30115,5896104.5642,-37.06542305,174.94281885
POINT (174.965942749506 -37.0514343287552),163300,Papakura North East,1774813.44615,5897614.3592,-37.05143433,174.96594275
POINT (174.926483853279 -37.0845646058955),163400,Karaka Lakes,1771229.8285,5894010.34175,-37.08456461,174.92648385
POINT (174.962394491948 -37.0593343555656),163500,Papakura Kelvin,1774479.8002,5896744.35365,-37.05933436,174.96239449
POINT (174.954838634667 -37.0662996993385),163600,Papakura Massey Park,1773792.02655,5895985.3798,-37.0662997,174.95483864
POINT (174.938110053575 -37.0807433039383),163700,Rosehill,1772271.94805,5894413.29935,-37.0807433,174.93811005
POINT (174.83514067352 -37.1769175521053),163800,Patumahoe,1762912.0988,5883924.44125,-37.17691755,174.83514067
POINT (174.979208544193 -37.0584612294544),163900,Papakura East,1775976.9469,5896810.22435,-37.05846123,174.97920854
POINT (174.947977609211 -37.076825762134),164000,Opaheke,1773158.04725,5894830.01705,-37.07682576,174.94797761
POINT (174.96429561646 -37.0732529770946),164100,Papakura Industrial,1774616.92655,5895196.55565,-37.07325298,174.96429562
POINT (174.977293735835 -37.0673854090202),164200,Red Hill,1775786.0746,5895823.6071,-37.06738541,174.97729374
POINT (174.936694022007 -37.1060695932314),164300,Drury,1772088.76075,5891605.85335,-37.10606959,174.93669402
POINT (174.723329405859 -37.2446936029388),164400,Tamakae,1752848.5423,5876590.96875,-37.2446936,174.72332941
POINT (174.739524170409 -37.2458346531949),164500,Hamilton Estate,1754282.70815,5876438.087,-37.24583465,174.73952417
POINT (174.974761451102 -37.1122076843358),164600,Drury Rural,1775457.5137,5890855.12055,-37.11220768,174.97476145
POINT (174.727811745116 -37.2558404618171),164700,Waiuku Central,1753223.54825,5875346.95825,-37.25584046,174.72781174
POINT (174.734968238348 -37.2579699944995),164800,Waiuku East,1753853.9106,5875099.0685,-37.25796999,174.73496824
POINT (174.750726597485 -37.2531444932853),164900,Kendallvale,1755261.3574,5875608.72315,-37.25314449,174.7507266
POINT (174.847441999406 -37.2136948668708),165000,Puni,1763924.66685,5879822.6874,-37.21369487,174.847442
POINT (174.934081638126 -37.1594514192461),165100,Ramarama,1771735.8694,5885687.7103,-37.15945142,174.93408164
POINT (175.081692605322 -37.0825636121354),165200,Hunua,1785031.5748,5893941.2458,-37.08256361,175.08169261
POINT (174.895803419892 -37.1822547590072),165300,Pukekohe North West,1768286.03205,5883226.26125,-37.18225476,174.89580342
POINT (174.935509955081 -37.1863334487178),165400,Anselmi Ridge,1771801.8061,5882702.46055,-37.18633345,174.93550996
POINT (174.888039862742 -37.2009702457027),165500,Pukekohe West,1767555.43295,5881163.47695,-37.20097025,174.88803986
POINT (174.910713304634 -37.18797046704),165600,Cape Hill,1769596.8936,5882565.50075,-37.18797047,174.9107133
POINT (174.895901497236 -37.2070528774946),165700,Rosa Birch Park,1768239.6802,5880474.6516,-37.20705288,174.8959015
POINT (174.913076327155 -37.1969768458743),165800,Rooseville Park,1769786.4821,5881561.9777,-37.19697684,174.91307633
POINT (174.892636199271 -37.2159254832086),165900,Cloverlea (Auckland),1767930.2202,5879495.9994,-37.21592548,174.8926362
POINT (174.913325496317 -37.2089195452597),166000,Pukekohe Central,1769781.833,5880236.4427,-37.20891954,174.9133255
POINT (174.902624064017 -37.2122669571825),166100,Pukekohe Hospital,1768824.66895,5879884.16645,-37.21226696,174.90262406
POINT (174.919240637888 -37.2273376489588),166200,Buckland,1770265.3554,5878182.25575,-37.22733765,174.91924064
POINT (175.002256102631 -37.1753680416245),166300,Bombay Hills,1777752.74905,5883796.01435,-37.17536804,175.0022561
POINT (175.082469832884 -37.1468622241871),166400,Ararimu,1784944.13125,5886805.4466,-37.14686222,175.08246983
POINT (175.481576108953 -36.699664019788),166500,Colville,1821686.25075,5935573.94095,-36.69966402,175.48157611
POINT (175.795956325558 -36.6154806036572),166600,Islands Thames-Coromandel District,1850049.1636,5944141.6566,-36.6154806,175.79595633
POINT (175.495715476948 -36.7557584420579),166700,Coromandel,1822787.35695,5929316.9804,-36.75575844,175.49571548
POINT (175.469212006001 -36.7882188942959),166800,Inlets Thames-Coromandel District,1820328.0472,5925776.61095,-36.78821889,175.46921201
POINT (175.611784728577 -36.8437285675778),166900,Mercury Bay North,1832883.89805,5919279.01965,-36.84372857,175.61178473
POINT (175.673658202388 -36.8214393105218),167000,Whitianga North,1838471.30425,5921599.60435,-36.82143931,175.6736582
POINT (175.693563955299 -36.8336233989356),167100,Whitianga South,1840208.9993,5920197.7134,-36.8336234,175.69356396
POINT (175.543793352945 -37.0047507011356),167200,Thames Coast,1826343.3173,5901575.298,-37.0047507,175.54379335
POINT (175.747755627509 -36.8406037632508),167300,Cooks Beach-Ferry Landing,1845020.50305,5919285.4216,-36.84060376,175.74775563
POINT (175.716370261472 -36.9721577653481),167400,Mercury Bay South,1841805.31625,5904767.42185,-36.97215776,175.71637026
POINT (175.62523645774 -37.1074126971863),167500,Kauaeranga,1833276.6417,5889986.34095,-37.1074127,175.62523646
POINT (175.545918708888 -37.1315386852325),167600,Thames North,1826155.39415,5887501.24405,-37.13153868,175.54591871
POINT (175.541429658389 -37.1403228130143),167700,Thames Central,1825730.4387,5886537.2033,-37.14032281,175.54142966
POINT (175.559037565076 -37.1491221967602),167800,Thames South,1827268.3093,5885518.7047,-37.1491222,175.55903757
POINT (175.768087479591 -37.1010438479783),167900,Hikuai,1845993.53535,5890332.31435,-37.10104385,175.76808748
POINT (175.560117631154 -37.1678796608695),168000,Totora-Kopu,1827308.03315,5883434.66605,-37.16787966,175.56011763
POINT (175.853423286076 -36.9945991384196),168100,Tairua,1853933.5476,5901920.06655,-36.99459914,175.85342329
POINT (175.85488182172 -37.0338504119603),168200,Pauanui,1853932.60865,5897560.39,-37.03385041,175.85488182
POINT (175.660873960858 -37.2372644607474),168300,Matatoki-Puriri,1836039.35575,5875488.602,-37.23726446,175.66087396
POINT (175.830100475922 -37.1752664880775),168400,Whangamata Rural,1851259.8719,5881933.047,-37.17526649,175.83010048
POINT (175.866588967683 -37.2134928086355),168500,Whangamata,1854371.68425,5877593.48215,-37.21349281,175.86658897
POINT (175.276112783988 -37.113548937953),168600,Miranda-Pukorokoro,1802232.6118,5890106.63435,-37.11354894,175.27611278
POINT (175.396490711081 -37.2639821934185),168700,Hauraki Plains North,1812507.59105,5873150.7409,-37.26398219,175.39649071
POINT (175.543536894258 -37.2381933550753),168800,Hauraki Plains East,1825626.02425,5875671.8334,-37.23819335,175.54353689
POINT (175.491510498902 -37.2789972877592),168900,Ngatea,1820890.91875,5871266.7791,-37.27899729,175.4915105
POINT (175.482485554497 -37.3552920033667),169000,Hauraki Plains South,1819868.1396,5862821.63325,-37.355292,175.48248555
POINT (175.578646029349 -37.3934552403453),169100,Paeroa Rural,1828270.58025,5858358.23075,-37.39345524,175.57864603
POINT (175.673936882156 -37.3753525652566),169200,Paeroa,1836764.60965,5860132.10615,-37.37535256,175.67393688
POINT (175.784321908442 -37.4366188608756),169300,Waihi Rural,1846339.8214,5853050.16365,-37.43661886,175.78432191
POINT (175.833492289329 -37.3862273563348),169400,Waihi North,1850859.1995,5858512.6746,-37.38622736,175.83349229
POINT (175.855612925935 -37.3822807026672),169500,Waihi East,1852831.31105,5858891.5643,-37.3822807,175.85561293
POINT (175.837522378314 -37.3973490019012),169600,Waihi South,1851178.9255,5857267.69935,-37.397349,175.83752238
POINT (174.77509205907 -37.2913273698865),169700,Aka Aka,1757342.85605,5871331.9682,-37.29132737,174.77509206
POINT (175.175802087195 -37.1550062982554),169800,Mangatangi,1793213.29905,5885715.6877,-37.1550063,175.17580209
POINT (174.952290594002 -37.2862122718544),169900,Tuakau Rural,1773062.88145,5871589.8385,-37.28621227,174.95229059
POINT (174.948162564453 -37.2572130954921),170000,Tuakau North,1772763.19095,5874815.0088,-37.25721309,174.94816256
POINT (174.87549359131 -37.3641698521849),170100,Onewhero,1766082.7236,5863077.8628,-37.36416985,174.87549359
POINT (175.00483174876 -37.2701485318351),170200,Pokeno Rural,1777758.74215,5873274.73425,-37.27014853,175.00483175
POINT (174.940668778359 -37.2814626537681),170300,Tuakau South,1772043.36415,5872138.04845,-37.28146265,174.94066878
POINT (174.7802215103 -37.4632614434648),170400,Port Waikato-Waikaretu,1757437.62475,5852246.5503,-37.46326144,174.78022151
POINT (175.020215303233 -37.2441688758988),170500,Pokeno,1779184.43655,5876128.3217,-37.24416888,175.0202153
POINT (175.005268660541 -37.3559111488163),170600,Pukekawa,1777595.5201,5863757.92385,-37.35591115,175.00526866
POINT (175.21484861249 -37.2789740772469),170700,Maramarua,1796359.36065,5871879.96075,-37.27897408,175.21484861
POINT (175.09012212102 -37.3896672024186),170800,Rangiriri,1785028.4141,5859849.3043,-37.3896672,175.09012212
POINT (175.045561879399 -37.6970794682435),170900,Te Akau,1780340.8493,5825824.7748,-37.69707947,175.04556188
POINT (174.903985214278 -37.7879146307149),171000,Inlets Waikato District,1767652.853,5816008.64925,-37.78791463,174.90398521
POINT (175.148020871949 -37.4025191015658),171100,Te Kauwhata,1790122.05365,5858308.06315,-37.4025191,175.14802087
POINT (175.191283088125 -37.5304372470742),171200,Huntly Rural,1793621.31385,5844025.7151,-37.53043725,175.19128309
POINT (175.308521781836 -37.4238126570224),171300,Waerenga,1804272.13355,5855609.4283,-37.42381266,175.30852178
POINT (175.138736738264 -37.5360312286634),171400,Huntly West,1788963.6389,5843511.9289,-37.53603123,175.13873674
POINT (175.165532463069 -37.5540856411612),171500,Huntly East,1791285.2462,5841454.32575,-37.55408564,175.16553246
POINT (174.853848298423 -37.8113871962765),171600,Raglan,1763186.05235,5813492.81455,-37.8113872,174.8538483
POINT (175.317185898603 -37.5709866973869),171700,Whitikahu,1804636.62485,5839259.2497,-37.5709867,175.3171859
POINT (174.938211655105 -37.8832263408274),171800,Te Uku,1770447.35985,5805370.4545,-37.88322634,174.93821165
POINT (175.188442149364 -37.6585838716592),171900,Taupiri-Lake Kainui,1793038.7456,5829811.7342,-37.65858387,175.18844215
POINT (175.1534734498 -37.6620776225773),172000,Ngaruawahia North,1789944.93475,5829495.49545,-37.66207762,175.15347345
POINT (175.145065038049 -37.6663830526944),172100,Ngaruawahia Central,1789192.2563,5829034.7495,-37.66638305,175.14506504
POINT (175.143398865241 -37.6807214173578),172200,Ngaruawahia South,1789008.89025,5827447.0449,-37.68072142,175.14339886
POINT (175.27496355919 -37.6593963743016),172300,Kainui-Gordonton,1800669.46935,5829539.83895,-37.65939637,175.27496356
POINT (175.163340280686 -37.721945877312),172400,Te Kowhai,1790661.8951,5822832.08665,-37.72194588,175.16334028
POINT (175.123317548707 -37.7613347295573),172500,Whatawhata West,1787034.9609,5818542.0235,-37.76133473,175.12331755
POINT (175.202506529149 -37.7026264454013),172600,Horotiu,1794164.6011,5824895.40255,-37.70262644,175.20250653
POINT (175.281896292648 -37.7063336098719),172700,Horsham Downs,1801154.19975,5824316.41585,-37.70633361,175.28189629
POINT (175.159111475636 -37.8004105911872),172800,Whatawhata East,1790088.13005,5814133.6642,-37.80041059,175.15911148
POINT (175.220513660749 -37.7964644387572),172900,Rotokauri,1795505.05355,5814444.8547,-37.79646444,175.22051366
POINT (175.338919896166 -37.7485152831662),173000,Hamilton Park,1806064.6667,5819511.44105,-37.74851528,175.3389199
POINT (175.432960940488 -37.7396304264736),173100,Eureka-Tauwhare,1814376.79495,5820286.0421,-37.73963043,175.43296094
POINT (175.352710262547 -37.8125972961161),173200,Tamahere North,1807100.8081,5812369.6915,-37.8125973,175.35271026
POINT (175.42305312345 -37.799995617167),173300,Pukemoremore,1813330.02865,5813609.813,-37.79999562,175.42305312
POINT (175.38978183311 -37.8474037674056),173400,Tamahere South,1810265.6907,5808424.25445,-37.84740377,175.38978183
POINT (175.464801716229 -37.5213221337429),173500,Tahuna-Mangateparu,1817819.54635,5844438.57835,-37.52132213,175.46480172
POINT (175.628671970765 -37.5007361603084),173600,Mangaiti,1832367.52275,5846330.6981,-37.50073616,175.62867197
POINT (175.593494610015 -37.6416337365849),173700,Tatuanui,1828825.5301,5830781.1615,-37.64163374,175.59349461
POINT (175.524807958088 -37.6990334415246),173800,Tahuroa,1822592.59885,5824576.77525,-37.69903344,175.52480796
POINT (175.536126063932 -37.6477464743088),173900,Morrinsville East,1823744.66235,5830241.3064,-37.64774647,175.53612606
POINT (175.519130567381 -37.6579166770628),174000,Morrinsville West,1822214.6878,5829153.12445,-37.65791668,175.51913057
POINT (175.709241751184 -37.5337602465568),174100,Te Aroha East,1839385.42385,5842463.68585,-37.53376025,175.70924175
POINT (175.700657387381 -37.5510192466185),174200,Te Aroha West,1838571.7206,5840570.19725,-37.55101925,175.70065739
POINT (175.768350535638 -37.5977278742356),174300,Waihou-Manawaru,1844399.9705,5835212.48085,-37.59772787,175.76835054
POINT (175.704967161997 -37.643543646302),174400,Waitoa-Ngarua,1838656.5355,5830291.22115,-37.64354365,175.70496716
POINT (175.745624597111 -37.7160366341334),174500,Richmond Downs-Wardville,1842008.56435,5822141.7491,-37.71603663,175.7456246
POINT (175.734970503529 -37.7876407398438),174600,Waharoa-Peria,1840836.8795,5814222.6773,-37.78764074,175.7349705
POINT (175.845790035517 -37.7728625139454),174700,Okauia,1850647.38465,5815571.3015,-37.77286251,175.84579003
POINT (175.720595433072 -37.8761015638989),174800,Hinuera,1839284.65935,5804442.2439,-37.87610156,175.72059543
POINT (175.780656231378 -37.809219498495),174900,Matamata North,1844789.38525,5811709.0784,-37.8092195,175.78065623
POINT (175.771198206658 -37.8175312804135),175000,Matamata South,1843929.2295,5810811.38195,-37.81753128,175.77119821
POINT (175.87306966297 -37.8715360768593),175100,Te Poi,1852713.56005,5804546.62795,-37.87153608,175.87306966
POINT (175.220723616415 -37.7322642325641),175200,Te Rapa North,1795692.7312,5821568.62535,-37.73226423,175.22072362
POINT (175.247669382061 -37.7222589757069),175300,Flagstaff North,1798094.19505,5822622.1949,-37.72225897,175.24766938
POINT (175.211399662536 -37.7554151408644),175400,Rotokauri-Waiwhakareke,1794810.26415,5819019.07215,-37.75541514,175.21139966
POINT (175.239891946886 -37.7294329963203),175500,Flagstaff South,1797389.60365,5821842.5395,-37.729433,175.23989195
POINT (175.265050491582 -37.7173795471373),175600,Rototuna North,1799639.3515,5823126.72565,-37.71737955,175.26505049
POINT (175.235270850379 -37.7394206415582),175700,Pukete West,1796955.8434,5820743.9643,-37.73942064,175.23527085
POINT (175.253750466091 -37.7341588456021),175800,Flagstaff East,1798598.40895,5821288.79235,-37.73415885,175.25375047
POINT (175.265391645753 -37.7266229544396),175900,Rototuna Central,1799644.59805,5822100.26785,-37.72662295,175.26539165
POINT (175.244418423949 -37.7416097297842),176000,Pukete East,1797756.13775,5820481.74555,-37.74160973,175.24441842
POINT (175.281957340046 -37.7261987648744),176100,Te Manatu,1801105.8435,5822111.86715,-37.72619876,175.28195734
POINT (175.269947756882 -37.7364897297698),176200,Rototuna South,1800019.6128,5820995.63075,-37.73648973,175.26994776
POINT (175.241146140139 -37.7614132219261),176300,Te Rapa South,1797415.1247,5818291.08795,-37.76141322,175.24114614
POINT (175.250254387695 -37.7531064554613),176400,Saint Andrews West,1798239.72295,5819193.6127,-37.75310645,175.25025439
POINT (175.261676707503 -37.7533480624409),176500,Saint Andrews East,1799245.47365,5819142.5277,-37.75334806,175.26167671
POINT (175.266163772884 -37.7464548762516),176600,Queenwood (Hamilton City),1799659.3519,5819897.8903,-37.74645488,175.26616377
POINT (175.283848825894 -37.7357225492408),176700,St James,1801246.7666,5821050.9525,-37.73572255,175.28384883
