WKT,code,name,easting,northing,latitude,longitude
POINT (176.199500488673 -38.3265856036239),201600,Ngakuru,1879691.1342,5753102.9467,-38.3265856,176.19950049
POINT (176.456972111249 -38.2576321750769),201700,Kaingaroa-Whakarewarewa,1902491.2053,5759945.17735,-38.25763217,176.45697211
POINT (176.350431004815 -38.4390371372815),201800,Golden Springs,1892434.7244,5740152.15875,-38.43903714,176.350431
POINT (176.66958967772 -37.9494924384905),201900,Manawahe,1922455.1853,5793433.7849,-37.94949244,176.66958968
POINT (176.800438027211 -37.9384640605704),202000,Matata-Otakiri,1934007.1985,5794196.29655,-37.93846406,176.80043803
POINT (176.749948539021 -38.041285434942),202100,Onepu Spring,1929107.80075,5782962.1898,-38.04128543,176.74994854
POINT (176.829088164024 -37.9737147708742),202200,Edgecumbe,1936364.98225,5790179.782,-37.97371477,176.82908816
POINT (176.908438553466 -37.9839362166493),202300,Thornton-Awakeri,1943290.39835,5788754.89575,-37.98393622,176.90843855
POINT (176.802572528302 -38.057148926993),202400,Te Teko Lakes,1933655.7436,5781013.2325,-38.05714893,176.80257253
POINT (176.962334322244 -37.943560788512),202500,Coastlands,1948217.0559,5793036.72595,-37.94356079,176.96233432
POINT (176.965592823412 -37.9634052743738),202600,Whakatane West,1948409.60135,5790821.45685,-37.96340527,176.96559282
POINT (176.992327360674 -37.9535658709459),202700,Whakatane Central,1950806.26835,5791813.25495,-37.95356587,176.99232736
POINT (176.97770941776 -37.968994679899),202800,Trident,1949448.01555,5790155.4533,-37.96899468,176.97770942
POINT (176.986353821014 -37.968019262502),202900,Allandale,1950212.38195,5790231.2039,-37.96801926,176.98635382
POINT (177.002390196267 -37.9612802070679),203000,Mokorua Bush,1951653.985,5790918.80995,-37.96128021,177.0023902
POINT (177.033882123704 -38.0139060224975),203100,Wainui,1954168.4156,5784956.7403,-38.01390602,177.03388212
POINT (177.115087158736 -37.9833120475733),203200,Ohope,1961451.48285,5788040.4308,-37.98331205,177.11508716
POINT (177.096286905548 -37.9955407622624),203300,Inlet Ohiwa Harbour West,1959739.61535,5786755.7669,-37.99554076,177.0962869
POINT (176.831646751971 -38.5947792178342),203400,Galatea,1933728.80945,5721222.72545,-38.59477922,176.83164675
POINT (177.021738719166 -38.2822531427521),203500,Waingarara-Waimana,1951807.9686,5755211.07245,-38.28225314,177.02173872
POINT (176.706387894869 -38.453930883018),203600,Murupara,1923446.44545,5737307.4063,-38.45393088,176.70638789
POINT (176.675003082875 -38.0954400444454),203700,Monika Reserve,1922290.05015,5777213.6567,-38.09544004,176.67500308
POINT (176.721759177807 -38.0712302688108),203800,Kawerau Industrial,1926499.6697,5779737.60235,-38.07123027,176.72175918
POINT (176.70935902307 -38.090343309695),203900,Tarawera Park,1925326.63065,5777659.4474,-38.09034331,176.70935902
POINT (177.117509280387 -38.0153669579078),204000,Inlet Ohiwa Harbour East,1961506.5943,5784472.20825,-38.01536696,177.11750928
POINT (177.201717695168 -38.046726145349),204100,Waiotahi,1968745.473,5780659.25875,-38.04672615,177.2017177
POINT (177.789428724048 -37.8561714346224),204200,Cape Runaway,2021440.9817,5799318.95455,-37.85617143,177.78942872
POINT (177.259659037337 -38.016561944447),204300,Woodlands,1973986.37555,5783776.36805,-38.01656194,177.25965904
POINT (177.286824734779 -38.0131158980643),204400,Opotiki,1976390.18905,5784049.16365,-38.0131159,177.28682473
POINT (177.347992296064 -38.0284596826551),204500,Otara-Tirohanga,1981683.50025,5782095.72465,-38.02845968,177.3479923
POINT (177.382150212493 -38.2037835483088),204600,Oponae,1983762.60485,5762488.0931,-38.20378355,177.38215021
POINT (178.253096338094 -37.6845730345922),204700,East Cape,2063341.29795,5816176.03865,-37.68457303,178.25309634
POINT (177.707339677243 -38.3412754845245),204800,Waipaoa,2011476.63575,5745819.5921,-38.34127548,177.70733968
POINT (178.195885465508 -37.8668063231704),204900,Ruatoria-Raukumara,2057164.146,5796219.0832,-37.86680632,178.19588547
POINT (178.140177394259 -38.0790863244995),205000,Tokomaru,2050954.4511,5772915.4685,-38.07908632,178.14017739
POINT (177.633314845007 -38.6784208439273),205100,Hangaroa,2003113.50725,5708709.81585,-38.67842084,177.63331484
POINT (178.15682921225 -38.4322622014801),205200,Wharekaka,2050224.42645,5733609.7383,-38.4322622,178.15682921
POINT (177.897014912473 -38.6582797069919),205300,Te Arai,2026187.959,5709750.7036,-38.65827971,177.89701491
POINT (177.9681315237 -38.6202161559743),205400,Hexton,2032610.0952,5713644.0472,-38.62021616,177.96813152
POINT (177.999027192237 -38.6381102811067),205500,Lytton,2035193.3854,5711510.26045,-38.63811028,177.99902719
POINT (177.972550679539 -38.6578730316983),205600,Makaraka-Awapuni,2032767.91135,5709441.10025,-38.65787303,177.97255068
POINT (177.997671234095 -38.643814810345),205700,Riverdale,2035040.6804,5710883.1792,-38.64381481,177.99767123
POINT (178.000542685788 -38.6501927778443),205800,Te Hapara North,2035252.0699,5710161.19475,-38.65019278,178.00054269
POINT (178.012151844467 -38.6394785274204),205900,Mangapapa North,2036328.2816,5711295.78265,-38.63947853,178.01215184
POINT (177.992138629918 -38.6593588345341),206000,Elgin,2034464.62195,5709183.20005,-38.65935883,177.99213863
POINT (178.004315784367 -38.6565594033644),206100,Te Hapara South,2035541.9956,5709436.1662,-38.6565594,178.00431578
POINT (178.021462818536 -38.6435470620754),206200,Mangapapa East,2037114.50565,5710799.48135,-38.64354706,178.02146282
POINT (178.014254597243 -38.649079109142),206300,Mangapapa South,2036453.0166,5710219.5265,-38.64907911,178.0142546
POINT (178.017212774364 -38.6560243985967),206400,Te Hapara East,2036668.3525,5709434.07175,-38.6560244,178.01721277
POINT (178.009427699812 -38.6628262817556),206500,Centennial Crescent,2035949.04085,5708715.8166,-38.66282628,178.0094277
POINT (178.032006458159 -38.6499029570422),206600,Whataupoko East,2037994.025,5710043.1593,-38.64990296,178.03200646
POINT (178.028982736606 -38.6583797545166),206700,Whataupoko West,2037678.9396,5709116.21385,-38.65837976,178.02898274
POINT (178.022993128698 -38.6677823716973),206800,Gisborne Central,2037100.0212,5708100.62665,-38.66778237,178.02299313
POINT (178.04468181991 -38.6676338110309),206900,Kaiti North,2038989.3476,5708013.19455,-38.66763381,178.04468182
POINT (178.039195293387 -38.6792230069681),207000,Kaiti South,2038440.71705,5706752.44035,-38.67922301,178.03919529
POINT (178.056555034161 -38.669399832508),207100,Outer Kaiti,2040012.30285,5707759.9736,-38.66939983,178.05655503
POINT (178.053439564488 -38.679032515667),207200,Tamarau,2039681.9291,5706705.16195,-38.67903252,178.05343956
POINT (178.059837538627 -38.6947211746502),207300,Wainui-Okitu,2040142.4795,5704931.9763,-38.69472117,178.05983754
POINT (177.057060116901 -38.971756904644),207400,Maungataniwha-Raupunga,1951509.46325,5678523.1475,-38.9717569,177.05706012
POINT (177.072767043114 -38.7714039426957),207500,Inland water Lake Waikaremoana,1953864.8501,5700707.20125,-38.77140394,177.07276704
POINT (177.349972411925 -38.7956821078222),207600,Frasertown-Ruakituri,1977831.27805,5696900.38195,-38.79568211,177.34997241
POINT (177.541764031626 -39.0176336863801),207700,Whakaki,1993267.7417,5671442.2468,-39.01763369,177.54176403
POINT (177.418980757972 -39.0390846891481),207800,Wairoa,1982515.67075,5669585.0144,-39.03908469,177.41898076
POINT (177.715819465045 -38.9804202560487),207900,Mahia,2008560.5551,5674806.20815,-38.98042026,177.71581946
POINT (176.643006975378 -39.1974587400202),208000,Puketitiri-Tutira,1914618.7441,5654984.82065,-39.19745874,176.64300698
POINT (176.498014756633 -39.4757515355225),208100,Sherenden-Crownthorpe,1900896.51745,5624583.11505,-39.47575154,176.49801476
POINT (176.296995177912 -39.6263497610324),208200,Maraekakaho,1882987.87985,5608516.98465,-39.62634976,176.29699518
POINT (176.791257570965 -39.4377946971606),208300,Puketapu-Eskdale,1926305.3406,5627775.5793,-39.4377947,176.79125757
POINT (176.820247766249 -39.5665926525449),208400,Omahu-Pakowhai,1928193.7579,5613369.92125,-39.56659265,176.82024777
POINT (176.762848061724 -39.6331308163076),208500,Bridge Pa,1922951.54095,5606190.5591,-39.63313082,176.76284806
POINT (176.818748944856 -39.5996138474615),208600,Twyford,1927909.0224,5609709.0911,-39.59961385,176.81874894
POINT (176.702271147969 -39.7599637902704),208700,Poukawa,1917169.0694,5592325.03475,-39.75996379,176.70227115
POINT (176.773233859462 -39.6162228535988),208800,Flaxmere West,1923922.1168,5608030.3638,-39.61622285,176.77323386
POINT (176.787256786172 -39.6130929579565),208900,Omahu Strip,1925140.94485,5608327.13795,-39.61309296,176.78725679
POINT (176.78200752269 -39.6195465857952),209000,Lochain Park,1924659.9624,5607629.61505,-39.61954659,176.78200752
POINT (176.787147111612 -39.6236834142939),209100,Flaxmere Park,1925081.89325,5607151.6927,-39.62368341,176.78714711
POINT (176.791280208692 -39.630970186685),209200,Flaxmere South,1925402.57395,5606327.6622,-39.63097019,176.79128021
POINT (176.801153048129 -39.6385577210102),209300,Irongate,1926214.4807,5605449.35165,-39.63855772,176.80115305
POINT (176.829259878847 -39.6216684819748),209400,Frimley,1928707.3323,5607221.91175,-39.62166848,176.82925988
POINT (176.82581523681 -39.630004634392),209500,Camberley,1928372.0834,5606308.9719,-39.63000463,176.82581524
POINT (176.913037925308 -39.5868101422592),209600,Clive,1936069.76675,5610781.8561,-39.58681014,176.91303792
POINT (176.833152481101 -39.6347046643058),209700,St Leonards,1928979.7173,5605760.23365,-39.63470466,176.83315248
POINT (176.848880850168 -39.6240496173568),209800,Mahora,1930380.7469,5606885.4362,-39.62404962,176.84888085
POINT (176.824897350032 -39.6406859857215),209900,Raureka,1928242.7003,5605126.38635,-39.64068599,176.82489735
POINT (176.842430262501 -39.6308169564575),210000,Cornwall Park,1929794.6977,5606157.8029,-39.63081696,176.84243026
POINT (176.863787478242 -39.6246143652868),210100,Tomoana,1931657.96665,5606767.70885,-39.62461437,176.86378748
POINT (176.824993554089 -39.6713004091725),210200,Longlands-Pukahu,1928105.92605,5601726.91945,-39.67130041,176.82499355
POINT (176.832452715651 -39.6460920671453),210300,Raceway Park,1928865.6089,5604498.4593,-39.64609207,176.83245272
POINT (176.883836294567 -39.6282353522369),210400,Karamu,1933361.9931,5606291.3264,-39.62823535,176.88383629
POINT (176.846427594282 -39.6396232866535),210500,Hastings Central,1930095.9489,5605165.32495,-39.63962329,176.84642759
POINT (176.856216203917 -39.6314161627683),210600,Tomoana Crossing,1930975.41515,5606040.477,-39.63141616,176.8562162
POINT (176.840524297479 -39.6501158506909),210700,Akina Park,1929539.29435,5604022.05395,-39.65011585,176.8405243
POINT (176.853837037034 -39.6444719071769),210800,Queens Square,1930708.86115,5604599.6725,-39.64447191,176.85383704
POINT (176.863399419525 -39.6401480818831),210900,Mayfair,1931550.3533,5605044.42725,-39.64014808,176.86339942
POINT (176.848257689623 -39.6545582353598),211000,Parkhaven,1930181.8785,5603500.3529,-39.65455823,176.84825769
POINT (176.860975542175 -39.6494593428803),211100,Parkvale,1931297.7642,5604019.55395,-39.64945934,176.86097554
POINT (176.92517796957 -39.6347333501839),211200,Mangateretere,1936879.9396,5605415.32265,-39.63473335,176.92517797
POINT (176.973247868173 -39.6348138035122),211300,Haumoana-Te Awanga,1941006.39325,5605224.6514,-39.6348138,176.97324787
POINT (176.870144376431 -39.6706916027575),211400,Lucknow,1931982.9492,5601628.1846,-39.6706916,176.87014438
POINT (176.886271255083 -39.664510960305),211500,Karanema-St Hill,1933396.4735,5602254.54565,-39.66451096,176.88627126
POINT (176.877855314002 -39.6689952387537),211600,Havelock North-Central,1932652.7354,5601787.9319,-39.66899524,176.87785531
POINT (176.895226904213 -39.6597424841846),211700,Brookvale,1934187.993,5602750.63525,-39.65974248,176.8952269
POINT (176.876432647844 -39.67719283167),211800,Iona,1932491.28685,5600883.0241,-39.67719283,176.87643265
POINT (176.89279269009 -39.672593674013),211900,Hereworth,1933917.11375,5601332.8226,-39.67259367,176.89279269
POINT (176.903868999701 -39.6896767914573),212000,Te Mata Hills,1934784.8451,5599394.70465,-39.68967679,176.903869
POINT (176.886529080718 -39.6833648702908),212100,Havelock Hills,1933327.8029,5600160.20805,-39.68336487,176.88652908
POINT (176.934885063651 -39.7652495985527),212200,Kahuranaki,1937076.56715,5590887.19515,-39.7652496,176.93488506
POINT (176.858394710209 -39.4415562192852),212300,Bay View,1932067.47705,5627112.46835,-39.44155622,176.85839471
POINT (176.834152628308 -39.5007298259711),212400,Poraiti Hills,1929700.6068,5620631.6731,-39.50072983,176.83415263
POINT (176.858772502228 -39.4926726940668),212500,Poraiti Flat,1931856.6725,5621435.6801,-39.49267269,176.8587725
POINT (176.881171249734 -39.4746211047338),212600,Westshore,1933870.0044,5623357.039,-39.4746211,176.88117125
POINT (176.880150446149 -39.4855420838665),212700,Inlet Napier City,1933729.8755,5622148.27775,-39.48554208,176.88015045
POINT (176.882180644432 -39.4970008825601),212800,Onekawa West,1933849.63585,5620868.4776,-39.49700088,176.88218064
POINT (176.897593578013 -39.4827253354458),212900,Ahuriri,1935244.14425,5622396.1499,-39.48272533,176.89759358
POINT (176.838277919079 -39.526093923343),213000,Taradale West,1929935.2298,5617800.39645,-39.52609392,176.83827792
POINT (176.853465843607 -39.515913419545),213100,Greenmeadows West,1931289.5975,5618874.85655,-39.51591342,176.85346584
POINT (176.829890727517 -39.543233934809),213200,Taradale South,1929132.97365,5615928.12305,-39.54323393,176.82989073
POINT (176.915389129734 -39.4808151702315),213300,Bluff Hill,1936784.4827,5622541.75455,-39.48081517,176.91538913
POINT (176.902076737708 -39.4895432078466),213400,Hospital Hill,1935597.03565,5621622.44195,-39.48954321,176.90207674
POINT (176.863371951694 -39.5129064670824),213500,Tamatea West,1932155.83625,5619172.15765,-39.51290647,176.86337195
POINT (176.872425277784 -39.5079036962074),213600,Tamatea North,1932958.34965,5619694.1195,-39.5079037,176.87242528
POINT (176.84963144558 -39.5289489022557),213700,Taradale Central,1930897.87435,5617441.66525,-39.5289489,176.84963144
POINT (176.869168738858 -39.5159605317105),213800,Tamatea East,1932639.7716,5618811.6302,-39.51596053,176.86916874
POINT (176.895994127498 -39.4991969380938),213900,Marewa West,1935027.32085,5620573.27045,-39.49919694,176.89599413
POINT (176.861578092498 -39.5225568433527),214000,Greenmeadows Central,1931955.54185,5618107.31045,-39.52255684,176.86157809
POINT (176.888907692263 -39.5059880311421),214100,Onekawa Central,1934385.1533,5619845.63795,-39.50598803,176.88890769
POINT (176.878731444831 -39.5132839374529),214200,Pirimai West,1933474.9562,5619073.37755,-39.51328394,176.87873144
POINT (176.915734919394 -39.4927780185112),214300,Napier Central,1936756.4203,5621212.22085,-39.49277802,176.91573492
POINT (176.867377724561 -39.5259048991577),214400,Greenmeadows South,1932438.2517,5617714.1392,-39.5259049,176.86737772
POINT (176.908015573166 -39.4976537073197),214500,Nelson Park,1936068.831,5620699.75225,-39.49765371,176.90801557
POINT (176.856521092017 -39.5343937166613),214600,Bledisloe Park,1931464.31055,5616811.738,-39.53439372,176.85652109
POINT (176.882433445107 -39.518325847327),214700,Pirimai East,1933769.15625,5618499.83455,-39.51832585,176.88243344
POINT (176.895664162628 -39.5093162754452),214800,Onekawa East,1934950.2663,5619450.95,-39.50931627,176.89566416
POINT (176.851430359136 -39.5440079231855),214900,Tareha Reserve,1930980.89205,5615763.04795,-39.54400792,176.85143036
POINT (176.906761972607 -39.5074760445427),215000,Marewa East,1935913.6193,5619613.8605,-39.50747604,176.90676197
POINT (176.89173053315 -39.5163626058957),215100,Onekawa South,1934578.089,5618683.24575,-39.51636261,176.89173053
POINT (176.916094896875 -39.5083023994899),215200,McLean Park,1936712.33205,5619487.1934,-39.5083024,176.9160949
POINT (176.903677463464 -39.5157722398776),215300,Maraenui,1935608.335,5618704.25305,-39.51577224,176.90367746
POINT (176.893041357495 -39.5441156913609),215400,Meeanee-Awatoto,1934557.3466,5615596.9349,-39.54411569,176.89304136
POINT (176.417092560909 -39.8037837371347),215500,Mangaonuku,1892546.7603,5588432.30795,-39.80378374,176.41709256
POINT (176.312731421381 -39.94160871799),215600,Makaretu,1883042.4694,5573467.19075,-39.94160872,176.31273142
POINT (176.591343100667 -39.9397590433312),215700,Waipawa,1906860.85865,5572750.44225,-39.93975904,176.5913431
POINT (176.540483017413 -39.9973836398727),215800,Waipukurau West,1902259.87035,5566526.457,-39.99738364,176.54048302
POINT (176.762648581484 -39.9900371670427),215900,Mangarara,1921265.8078,5566563.94515,-39.99003717,176.76264858
POINT (176.560270649189 -40.0023154562824),216000,Waipukurau East,1903927.6703,5565911.50315,-40.00231546,176.56027065
POINT (176.533377163328 -40.2071666079731),216100,Taurekaitai,1900726.6538,5543258.69435,-40.20716661,176.53337716
POINT (174.029416116629 -39.0607803535853),216200,Port Taranaki,1689063.63105,5675974.3182,-39.06078035,174.02941612
POINT (174.024278838539 -39.0709650665232),216300,Spotswood,1688606.4159,5674849.07945,-39.07096507,174.02427884
POINT (174.018538926966 -39.0943159221779),216400,Omata,1688080.8219,5672263.268,-39.09431592,174.01853893
POINT (173.950660146536 -39.116949136802),216500,Oakura,1682184.42175,5669815.1367,-39.11694914,173.95066015
POINT (174.048336426714 -39.0627046790316),216600,Moturoa,1690698.1648,5675742.0582,-39.06270468,174.04833643
POINT (173.942188831602 -39.1931876105549),216700,Kaitake,1681364.2062,5661362.04405,-39.19318761,173.94218883
POINT (174.043222036147 -39.07074008212),216800,Blagdon-Lynmouth,1690245.44275,5674855.41,-39.07074008,174.04322204
POINT (174.065713621508 -39.0641976487364),216900,Kawaroa,1692199.66845,5675558.89325,-39.06419765,174.06571362
POINT (174.075374538788 -39.0570019170073),217000,New Plymouth Central,1693044.9438,5676347.6061,-39.05700192,174.07537454
POINT (174.047111907584 -39.0750238893371),217100,Marfell,1690576.47265,5674376.13945,-39.07502389,174.04711191
POINT (174.037073562418 -39.0858004204404),217200,Whalers Gate,1689694.4757,5673190.1554,-39.08580042,174.03707356
POINT (174.09475656971 -39.0536931301975),217300,Strandon,1694726.40415,5676694.7892,-39.05369313,174.09475657
POINT (174.060111093247 -39.0747742035806),217400,Westown,1691701.26795,5674390.81315,-39.0747742,174.06011109
POINT (174.137586162954 -39.0299525201183),217500,Bell Block West,1698465.3895,5679283.9444,-39.02995252,174.13758616
POINT (174.170023930654 -39.0162041053431),217600,Bell Block East,1701292.78735,5680774.0825,-39.0162041,174.17002393
POINT (174.164265957939 -39.0363964356541),217700,Waiwhakaiho-Bell Block South,1700765.6101,5678539.60455,-39.03639644,174.16426596
POINT (174.078217397794 -39.0720985357448),217800,Lower Vogeltown,1693271.05235,5674669.3246,-39.07209853,174.0782174
POINT (174.050595538332 -39.0953471857242),217900,Hurdon,1690851.7412,5672117.2522,-39.09534718,174.05059554
POINT (174.070128978113 -39.0842123749177),218000,Frankleigh Park,1692555.5177,5673333.24125,-39.08421237,174.07012898
POINT (174.102059581284 -39.0645462273359),218100,Merrilands,1695343.73095,5675482.71695,-39.06454623,174.10205958
POINT (174.058037555536 -39.0897512371419),218200,Ferndale,1691502.5475,5672730.8035,-39.08975124,174.05803756
POINT (174.093116002924 -39.0857102432698),218300,Welbourn,1694541.71655,5673143.34655,-39.08571024,174.093116
POINT (174.123604449931 -39.0742712783528),218400,Fitzroy-Glen Avon,1697194.37475,5674380.6435,-39.07427128,174.12360445
POINT (174.226545903247 -38.9975013994697),218500,Waitara West,1706214.2025,5682785.2066,-38.9975014,174.2265459
POINT (174.083322649256 -39.0902395523338),218600,Upper Vogeltown,1693688.6923,5672650.84235,-39.09023955,174.08332265
POINT (174.104431169638 -39.0806946141599),218700,Highlands Park (New Plymouth District),1695527.136,5673688.1315,-39.08069461,174.10443117
POINT (174.16214175926 -39.0535622807737),218800,Paraite,1700557.41465,5676636.94685,-39.05356228,174.16214176
POINT (174.243900048457 -38.9953240586478),218900,Waitara East,1707720.35625,5683006.44845,-38.99532406,174.24390005
POINT (174.218689223782 -39.0347815195687),219000,Lepperton-Brixton,1705478.4149,5678657.12145,-39.03478152,174.21868922
POINT (174.060176280861 -39.1810293463635),219100,Mangorei,1691569.1999,5662598.825,-39.18102935,174.06017628
POINT (174.624339015574 -38.923210692332),219200,Mount Messenger,1740810.2848,5690490.52815,-38.92321069,174.62433902
POINT (174.163885929122 -39.1346922459169),219300,Mangaoraka,1700592.9884,5667631.40665,-39.13469225,174.16388593
POINT (174.343132376095 -39.0409979746437),219400,Tikorangi,1716239.26325,5677815.55215,-39.04099797,174.34313238
POINT (174.181167271187 -39.2279330505956),219500,Everett Park,1701951.8417,5657264.3083,-39.22793305,174.18116727
POINT (174.201520565602 -39.1565375275309),219600,Inglewood,1703813.6927,5665164.6581,-39.15653753,174.20152057
POINT (174.39053006801 -39.1604937017263),219700,Tarata,1720138.36015,5664492.2947,-39.1604937,174.39053007
POINT (174.185365412067 -39.3401956741391),219800,Pembroke,1702150.98465,5644800.5273,-39.34019567,174.18536541
POINT (174.629725234653 -39.2407168828959),219900,Douglas,1740645.18035,5655244.7389,-39.24071688,174.62972523
POINT (174.348301987481 -39.3171187910225),220000,Toko,1716231.02325,5647164.83245,-39.31711879,174.34830199
POINT (174.282613190263 -39.3280289463259),220100,Stratford North,1710550.9161,5646036.38715,-39.32802895,174.28261319
POINT (174.872254188563 -39.1131025143071),220200,Whangamomona,1761869.29565,5669003.4389,-39.11310251,174.87225419
POINT (174.289106456322 -39.3375963990649),220300,Stratford Central,1711095.45725,5644966.6006,-39.3375964,174.28910646
POINT (174.285158156106 -39.3490387336506),220400,Stratford South,1710737.1195,5643701.54035,-39.34903873,174.28515816
POINT (173.871595098767 -39.3136019307174),220500,Cape Egmont,1675139.23325,5648059.62665,-39.31360193,173.8715951
POINT (173.975420327528 -39.4477193781587),220600,Taungatara,1683929.26305,5633083.6554,-39.44771938,173.97542033
POINT (173.85878434615 -39.4513236555138),220700,Opunake,1673889.44685,5632785.721,-39.45132365,173.85878435
POINT (174.229804528139 -39.4345251335159),220800,Kaponga-Mangatoki,1705838.1067,5634280.3369,-39.43452513,174.22980453
POINT (174.123795778001 -39.5177806099436),220900,Manaia-Kapuni,1696599.42145,5625159.32925,-39.51778061,174.12379578
POINT (174.299035655802 -39.4310866047834),221000,Eltham,1711801.8919,5634578.42655,-39.4310866,174.29903566
POINT (174.217587995964 -39.5375084031843),221100,Okaiawa,1704632.235,5622864.9824,-39.5375084,174.217588
POINT (174.493470337645 -39.4390482058532),221200,Te Roti-Moeroa,1728522.0295,5633435.71995,-39.43904821,174.49347034
POINT (174.263082275843 -39.5761716187907),221300,Egmont Showgrounds,1708481.6073,5618519.98705,-39.57617162,174.26308228
POINT (174.311378165551 -39.5818747921855),221400,Normanby-Tawhiti,1712620.4712,5617827.62155,-39.58187479,174.31137817
POINT (174.448963185603 -39.5384335871915),221500,Ohangai,1724514.3304,5622467.6995,-39.53843359,174.44896319
POINT (174.279148802231 -39.5706704580037),221600,Turuturu,1709870.2323,5619111.0385,-39.57067046,174.2791488
POINT (174.276831948568 -39.5821594239007),221700,King Edward Park,1709653.11675,5617838.7369,-39.58215942,174.27683195
POINT (174.274785119514 -39.6061248186013),221800,Ramanui,1709439.6073,5615181.36855,-39.60612482,174.27478512
POINT (174.283145123148 -39.5904224880475),221900,Hawera Central,1710182.21325,5616913.92025,-39.59042249,174.28314512
POINT (174.745566951951 -39.6106749358896),222000,Mangawhio,1749848.2072,5613997.0222,-39.61067493,174.74556695
POINT (174.575291670457 -39.7838470104821),222100,Manutahi-Waitotora,1734892.5633,5595046.43775,-39.78384701,174.57529167
POINT (174.470421196255 -39.7541788437108),222200,Patea,1725966.17985,5598492.1543,-39.75417884,174.4704212
POINT (175.002980217311 -38.8669624777687),222300,Otangiwai-Ohura,1773773.4966,5696080.09585,-38.86696248,175.00298022
POINT (175.378132241146 -38.8539546797659),222400,Ngapuke,1806362.0506,5696742.48865,-38.85395468,175.37813224
POINT (175.244676407533 -38.8625476207295),222500,Taumarunui North,1794756.67645,5696082.06015,-38.86254762,175.24467641
POINT (175.264366047709 -38.8879203056422),222600,Taumarunui Central,1796395.3284,5693223.81005,-38.88792031,175.26436605
POINT (175.313795718456 -38.8885215404363),222700,Taumarunui East,1800681.3138,5693049.4796,-38.88852154,175.31379572
POINT (175.371933558196 -39.1163015618761),222800,National Park,1805065.29865,5667638.3925,-39.11630156,175.37193356
POINT (175.167664994502 -39.3623632484014),222900,Tangiwai,1786749.5559,5640769.2535,-39.36236325,175.16766499
POINT (175.276039624313 -39.4292630461206),223000,Raetihi,1795899.92445,5633113.88445,-39.42926305,175.27603962
POINT (175.414650375244 -39.4115644833708),223100,Ohakune,1807884.16825,5634768.0203,-39.41156448,175.41465037
POINT (175.677637989169 -39.4698445330067),223200,Waiouru,1830336.3872,5627659.451,-39.46984453,175.67763799
POINT (175.169527328696 -39.7009153447198),223300,Upper Whanganui,1786003.89275,5603187.30285,-39.70091534,175.16952733
POINT (174.902882933281 -39.8434467537724),223400,Mowhanau,1762805.2698,5587885.95825,-39.84344675,174.90288293
POINT (175.029188017946 -39.8767540798245),223500,Brunswick-Papaiti,1773528.4125,5583951.15825,-39.87675408,175.02918802
POINT (174.977175234841 -39.92973814836),223600,Castlecliff West,1768949.9122,5578169.6675,-39.92973815,174.97717523
POINT (175.021906127259 -39.9057752479953),223700,Otamatea (Whanganui District),1772832.71015,5580743.9146,-39.90577525,175.02190613
POINT (174.99269163106 -39.9365306047632),223800,Castlecliff East,1770259.04655,5577386.2027,-39.9365306,174.99269163
POINT (175.016774496149 -39.9209613195417),223900,Springvale North,1772355.939,5579068.17065,-39.92096132,175.0167745
POINT (175.053095982652 -39.9045192453264),224000,Lower Aramoho,1775502.23055,5580822.47875,-39.90451924,175.05309598
POINT (175.039583232256 -39.9130977581156),224100,St Johns Hill East,1774325.2932,5579896.7335,-39.91309776,175.03958323
POINT (175.03064200001 -39.9202343452848),224200,St Johns Hill West,1773542.9966,5579121.98995,-39.92023434,175.030642
POINT (175.009976424997 -39.935920264424),224300,Titoki,1771737.5231,5577420.8202,-39.93592026,175.00997642
POINT (175.017536348572 -39.929481419901),224400,Springvale West,1772399.6709,5578120.9589,-39.92948142,175.01753635
POINT (175.023225047747 -39.9255770568443),224500,Springvale East,1772895.6359,5578543.34035,-39.92557706,175.02322505
POINT (175.069830544631 -39.8959518121559),224600,Upper Aramoho,1776954.8879,5581740.44035,-39.89595181,175.06983054
POINT (175.008778672586 -39.9485704289887),224700,Balgownie,1771603.5569,5576018.9414,-39.94857043,175.00877867
POINT (175.045794520964 -39.9196427764372),224800,Laird Park,1774839.56635,5579158.0782,-39.91964278,175.04579452
POINT (175.064002416618 -39.9076402430613),224900,Wembley Park,1776426.59385,5580454.5449,-39.90764024,175.06400242
POINT (175.034704986371 -39.9305006980486),225000,College Estate,1773864.2705,5577974.5028,-39.9305007,175.03470499
POINT (175.061498659706 -39.9138517663711),225100,Whanganui East-Williams Domain,1776196.63805,5579770.0031,-39.91385177,175.06149866
POINT (175.018228474275 -39.9427336493576),225200,Gonville West,1772425.5415,5576648.60735,-39.94273365,175.01822847
POINT (175.029008744987 -39.9384855062687),225300,Gonville North,1773357.33755,5577099.26295,-39.93848551,175.02900874
POINT (175.050791293656 -39.9262943499517),225400,Cornmarket,1775249.67045,5578409.94245,-39.92629435,175.05079129
POINT (175.061279745648 -39.9218118113956),225500,Whanganui East-Riverlands,1776157.5194,5578886.85855,-39.92181181,175.06127975
POINT (175.156221532101 -39.9418546751528),225600,Kaitoke-Fordell,1784218.1701,5576470.30025,-39.94185467,175.15622153
POINT (175.047017990343 -39.935136762423),225700,Whanganui Central,1774904.6819,5577435.8256,-39.93513676,175.04701799
POINT (175.034001747022 -39.9479073384965),225800,Gonville South,1773760.12175,5576043.71,-39.94790734,175.03400175
