WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (174.795980058105 -36.6231957444048)",116200,Gulf Harbour South,2.42885442,2.67530904,1760591.95415,5945424.6593,-36.62319574,174.79598006,174.795980058,-36.6231957444
"POINT (174.615843224262 -36.755072258248)",116300,Paremoremo West,9.47118767,9.47118767,1744236.6815,5931080.45675,-36.75507226,174.61584322,174.615843224,-36.7550722582
"POINT (174.554249600799 -36.8216468242331)",116400,Taupaki,27.20363525,27.20363525,1738618.17835,5923785.65835,-36.82164682,174.5542496,174.554249601,-36.8216468242
"POINT (174.73306961576 -36.6894634819421)",116500,Long Bay,2.78715748,2.78715748,1754833.35195,5938176.2042,-36.68946348,174.73306962,174.733069616,-36.6894634819
"POINT (174.660205256847 -36.7498203116837)",116600,Paremoremo East,11.60727229,11.60727229,1748207.03365,5931595.3496,-36.74982031,174.66020526,174.660205257,-36.7498203117
"POINT (174.694013929477 -36.7179647239345)",116700,Albany Heights,3.10401049,3.10401049,1751287.90785,5935076.60115,-36.71796472,174.69401393,174.694013929,-36.7179647239
"POINT (174.727329266293 -36.6999001232852)",116800,Awaruku,1.52194123,1.52194123,1754299.59625,5937027.59805,-36.69990012,174.72732927,174.727329266,-36.6999001233
"POINT (174.71678985075 -36.7100732235264)",116900,Fairview Heights,1.60195262,1.60195262,1753337.8267,5935915.8904,-36.71007322,174.71678985,174.716789851,-36.7100732235
"POINT (174.621430680602 -36.7916275829943)",117000,Whenuapai,19.68007147,19.68007147,1744666.75385,5927016.51215,-36.79162758,174.62143068,174.621430681,-36.791627583
"POINT (174.500010003921 -36.8987688808934)",117100,Waitakere Ranges North,86.79304966,86.79304966,1733646.01615,5915306.9275,-36.89876888,174.50001,174.500010004,-36.8987688809
"POINT (174.750929157584 -36.6951241414364)",117200,Torbay,1.43387594,1.43387594,1756417.60455,5937519.20065,-36.69512414,174.75092916,174.750929158,-36.6951241414
"POINT (174.704835178594 -36.7282018578392)",117300,Albany Central,3.21005397,3.21005397,1752234.19395,5933923.72665,-36.72820186,174.70483518,174.704835179,-36.7282018578
"POINT (174.68787988426 -36.7414673963809)",117400,Albany West,2.05684939,2.05684939,1750694.09635,5932478.8368,-36.7414674,174.68787988,174.687879884,-36.7414673964
"POINT (174.740550600039 -36.701303295374)",117500,Glamorgan,0.95916761,0.95916761,1755477.9144,5936850.5582,-36.70130329,174.7405506,174.7405506,-36.7013032954
"POINT (174.722072616294 -36.7165789774543)",117600,Oteha East,0.7675859,0.7675859,1753796.7338,5935185.65945,-36.71657898,174.72207262,174.722072616,-36.7165789775
"POINT (174.730768304957 -36.7116574276641)",117700,Northcross,1.07045666,1.07045666,1754583.26885,5935717.6728,-36.71165743,174.7307683,174.730768305,-36.7116574277
"POINT (174.716867447455 -36.7220673254101)",117800,Oteha West,0.52993903,0.52993903,1753320.9127,5934585.1133,-36.72206732,174.71686745,174.716867447,-36.7220673254
"POINT (174.744396696183 -36.7066502641459)",117900,Waiake,1.24892146,1.24892146,1755810.70695,5936251.1051,-36.70665026,174.7443967,174.744396696,-36.7066502641
"POINT (174.540729187805 -36.856979816572)",118000,Waitakere,15.29077813,15.29077813,1737349.0404,5919885.2841,-36.85697982,174.54072919,174.540729188,-36.8569798166
"POINT (174.709492482697 -36.7388233391195)",118100,Albany South,1.48565737,1.48565737,1752629.0717,5932737.9405,-36.73882334,174.70949248,174.709492483,-36.7388233391
"POINT (174.729946485728 -36.7217893188475)",118200,Browns Bay South West,1.15033555,1.15033555,1754489.56485,5934594.9411,-36.72178932,174.72994649,174.729946486,-36.7217893188
"POINT (174.743263072352 -36.714275845481)",118300,Browns Bay Central,1.18361569,1.18361569,1755694.0503,5935406.94585,-36.71427585,174.74326307,174.743263072,-36.7142758455
"POINT (174.686919766897 -36.7562325797287)",118400,Schnapper Rock,2.21506546,2.21506546,1750579.50565,5930842.26355,-36.75623258,174.68691977,174.686919767,-36.7562325797
"POINT (174.723632652277 -36.7313365577776)",118500,Pinehill,1.62934248,1.62934248,1753906.6108,5933545.9107,-36.73133656,174.72363265,174.723632652,-36.7313365578
"POINT (174.715029746318 -36.746304740922)",118600,North Harbour,5.48639767,5.48639767,1753108.632,5931899.09255,-36.74630474,174.71502975,174.715029746,-36.7463047409
"POINT (174.737705448396 -36.7247575486164)",118700,Browns Bay South East,0.85629308,0.85629308,1755176.5514,5934253.0953,-36.72475755,174.73770545,174.737705448,-36.7247575486
"POINT (174.605774445193 -36.8146271116523)",118800,Westgate Central,1.8634158,1.8634158,1743226.922,5924488.46785,-36.81462711,174.60577445,174.605774445,-36.8146271117
"POINT (174.673547445716 -36.7735341071102)",118900,Greenhithe West,2.72201146,2.72201146,1749352.1879,5928943.74565,-36.77353411,174.67354745,174.673547446,-36.7735341071
"POINT (174.747293915972 -36.7235540973312)",119000,Rothesay Bay,0.86585503,0.86585503,1756035.31005,5934371.032,-36.7235541,174.74729392,174.747293916,-36.7235540973
"POINT (174.689325369677 -36.7641032016747)",119100,Greenhithe East,1.4377182,1.4377182,1750778.84255,5929965.28915,-36.7641032,174.68932537,174.68932537,-36.7641032017
"POINT (174.628128484111 -36.8098662568052)",119200,Hobsonville,2.17407942,2.17407942,1745229.936,5924982.9193,-36.80986626,174.62812848,174.628128484,-36.8098662568
"POINT (174.705025026096 -36.8382124781239)",119300,Inlet Waitemata Harbour,0,79.36815183,1752033.6043,5921718.4926,-36.83821248,174.70502503,174.705025026,-36.8382124781
"POINT (174.694305125038 -36.7716214498069)",119400,Greenhithe South,3.64452286,3.64452286,1751208.5738,5929123.3359,-36.77162145,174.69430513,174.694305125,-36.7716214498
"POINT (174.741747621554 -36.7317787284406)",119500,Murrays Bay West,0.95565783,0.95565783,1755523.38285,5933467.5887,-36.73177873,174.74174762,174.741747622,-36.7317787284
"POINT (174.607919231224 -36.8271076939278)",119600,Westgate South,1.70943132,1.70943132,1743394.94625,5923100.62715,-36.82710769,174.60791923,174.607919231,-36.8271076939
"POINT (174.735683514089 -36.7397522089817)",119700,Windsor Park,0.8358418,0.8358418,1754965.8283,5932592.81865,-36.73975221,174.73568351,174.735683514,-36.739752209
"POINT (174.622540373028 -36.8187270095768)",119800,West Harbour West,1.96049692,1.96049692,1744714.74965,5924008.361,-36.81872701,174.62254037,174.622540373,-36.8187270096
"POINT (174.711302565964 -36.7588638144866)",119900,Unsworth Heights West,0.74886125,0.74886125,1752750.95205,5930511.7084,-36.75886381,174.71130257,174.711302566,-36.7588638145
"POINT (174.751619535557 -36.7310302997266)",120000,Murrays Bay East,0.69854186,0.69854186,1756406.45885,5933534.54375,-36.7310303,174.75161954,174.751619536,-36.7310302997
"POINT (174.586677168735 -36.8506048116432)",120100,Birdwood West,5.93628175,5.93628175,1741457.1374,5920525.4689,-36.85060481,174.58667717,174.586677169,-36.8506048116
"POINT (174.661722026198 -36.7969162532373)",120200,Hobsonville Point,3.53881189,3.53881189,1748251.704,5926368.06585,-36.79691625,174.66172203,174.661722026,-36.7969162532
"POINT (174.637041029894 -36.81054037798)",120300,West Harbour Clearwater Cove,1.35746453,1.67756469,1746023.7206,5924894.5531,-36.81054038,174.63704103,174.63704103,-36.810540378
"POINT (174.719772694423 -36.7560324241253)",120400,Unsworth Heights East,1.10807496,1.10807496,1753512.7051,5930812.2789,-36.75603242,174.71977269,174.719772694,-36.7560324241
"POINT (174.746549326321 -36.7385890436778)",120500,Mairangi Bay North,0.92453074,0.92453074,1755938.3928,5932704.22225,-36.73858904,174.74654933,174.746549326,-36.7385890437
"POINT (174.606020483628 -36.8390983456824)",120600,Massey Central,0.88452792,0.88452792,1743203.24295,5921773.20195,-36.83909835,174.60602048,174.606020484,-36.8390983457
"POINT (174.636959826659 -36.8180234153892)",120700,West Harbour Luckens Point,0.9837843,0.9837843,1746002.25995,5924064.4891,-36.81802341,174.63695983,174.636959827,-36.8180234154
"POINT (174.748647654067 -36.743902733393)",120800,Mairangi Bay South,0.80141814,0.80141814,1756114.98975,5932111.2849,-36.74390273,174.74864765,174.748647654,-36.7439027334
"POINT (174.612545524378 -36.8342991163775)",120900,Massey Royal Road West,0.89641575,0.89641575,1743794.0881,5922295.84,-36.83429912,174.61254552,174.612545524,-36.8342991164
"POINT (174.713374373551 -36.769995913069)",121000,Bayview East,1.3746752,1.3746752,1752913.78585,5929273.37085,-36.76999591,174.71337437,174.713374374,-36.7699959131
"POINT (174.57106823457 -36.8810949965747)",121100,Swanson Rural,15.14912979,15.14912979,1740009.7928,5917165.8161,-36.881095,174.57106823,174.571068235,-36.8810949966
"POINT (174.735875971142 -36.7552645816166)",121200,Sunnynook South,0.80161344,0.80161344,1754951.8081,5930871.51615,-36.75526458,174.73587597,174.735875971,-36.7552645816
"POINT (174.741693638853 -36.7508686225934)",121300,Sunnynook North,0.74464289,0.74464289,1755480.03775,5931349.784,-36.75086862,174.74169364,174.741693639,-36.7508686226
"POINT (174.704622042575 -36.7759192106498)",121400,Bayview West,0.73414884,0.73414884,1752120.89155,5928630.1744,-36.77591921,174.70462204,174.704622043,-36.7759192106
"POINT (174.730094730806 -36.7596582670218)",121500,Totara Vale North,0.86679243,0.86679243,1754426.8936,5930393.4106,-36.75965827,174.73009473,174.730094731,-36.759658267
"POINT (174.627746192602 -36.8285119746225)",121600,Royal Heights North,1.4951159,1.4951159,1745160.604,5922914.89565,-36.82851197,174.62774619,174.627746193,-36.8285119746
"POINT (174.607429515799 -36.8498860675233)",121700,Massey West,1.18469773,1.18469773,1743308.7514,5920574.26965,-36.84988607,174.60742952,174.607429516,-36.8498860675
"POINT (174.686191390622 -36.7932763566776)",121800,Beach Haven West,1.20746209,1.20746209,1750442.05415,5926733.6702,-36.79327636,174.68619139,174.686191391,-36.7932763567
"POINT (174.725736038982 -36.765833082604)",121900,Totara Vale South,0.8961397,0.8961397,1754025.45335,5929715.38115,-36.76583308,174.72573604,174.725736039,-36.7658330826
"POINT (174.584629749476 -36.8648960752911)",122000,Swanson,1.89457019,1.89457019,1741248.28095,5918942.9896,-36.86489607,174.58462975,174.584629749,-36.8648960753
"POINT (174.703590008493 -36.7819747745586)",122100,Bayview South,0.93345761,0.93345761,1752016.82135,5927959.99175,-36.78197477,174.70359001,174.703590008,-36.7819747746
"POINT (174.756273446281 -36.7495490515665)",122200,Campbells Bay,1.74294503,1.74294503,1756784.37135,5931472.4004,-36.74954905,174.75627345,174.756273446,-36.7495490516
"POINT (174.628323026244 -36.8355483677193)",122300,Royal Heights South,1.13131504,1.13131504,1745198.7462,5922133.3819,-36.83554837,174.62832303,174.628323026,-36.8355483677
"POINT (174.693591277134 -36.7926825844878)",122400,Beach Haven East,1.12103775,1.12103775,1751103.4936,5926787.87805,-36.79268258,174.69359128,174.693591277,-36.7926825845
"POINT (174.620571343735 -36.8434826394063)",122500,Massey East,1.14447088,1.14447088,1744492.5388,5921264.8845,-36.84348264,174.62057134,174.620571344,-36.8434826394
"POINT (174.746539801497 -36.7571834735817)",122600,Forrest Hill North,0.73717907,0.73717907,1755899.90735,5930641.3102,-36.75718347,174.7465398,174.746539801,-36.7571834736
"POINT (174.726613460163 -36.7738808969951)",122700,Glenfield North,0.80678426,0.80678426,1754087.6608,5928821.11705,-36.7738809,174.72661346,174.72661346,-36.773880897
"POINT (174.700923760815 -36.7936822509822)",122800,Birkdale North,1.38573801,1.38573801,1751755.78545,5926665.36055,-36.79368225,174.70092376,174.700923761,-36.793682251
"POINT (174.616258952791 -36.8499498805392)",122900,Massey South,1.38681668,1.38681668,1744095.87005,5920553.90475,-36.84994988,174.61625895,174.616258953,-36.8499498805
"POINT (174.60220591921 -36.860058740101)",123000,Ranui North,1.02923012,1.02923012,1742824.0784,5919453.51015,-36.86005874,174.60220592,174.602205919,-36.8600587401
"POINT (174.717897923225 -36.7826832148392)",123100,Glenfield West,0.9701519,0.9701519,1753292.26,5927858.56035,-36.78268321,174.71789792,174.717897923,-36.7826832148
"POINT (174.648832537746 -36.8265552219565)",123200,Te Atatu Peninsula North West,1.11259918,1.11259918,1747044.95305,5923099.7422,-36.82655522,174.64883254,174.648832538,-36.826555222
"POINT (174.712900556284 -36.7894169954289)",123300,Glenfield South West,1.19104282,1.19104282,1752832.9163,5927119.48915,-36.78941699,174.71290056,174.712900556,-36.7894169954
"POINT (174.745135195968 -36.7689583687832)",123400,Forrest Hill West,1.23523515,1.23523515,1755750.69655,5929337.24865,-36.76895837,174.7451352,174.745135196,-36.7689583688
"POINT (174.734531728313 -36.7735554068322)",123500,Wairau Valley,2.56373017,2.56373017,1754795.0247,5928844.44535,-36.77355541,174.73453173,174.734531728,-36.7735554068
"POINT (174.752230704479 -36.7643146350137)",123600,Forrest Hill East,0.92449513,0.92449513,1756393.4501,5929840.86795,-36.76431463,174.7522307,174.752230704,-36.764314635
"POINT (174.761783373118 -36.7603995884644)",123700,Castor Bay,1.44377056,1.44377056,1757254.1358,5930259.56285,-36.76039959,174.76178337,174.761783373,-36.7603995885
"POINT (174.604273434972 -36.8658992327055)",123800,Ranui Domain,0.87018239,0.87018239,1742997.50795,5918802.4539,-36.86589923,174.60427343,174.604273435,-36.8658992327
"POINT (174.694195267182 -36.8071478237866)",123900,Beach Haven South,1.34039733,1.34039733,1751128.95255,5925182.10175,-36.80714782,174.69419527,174.694195267,-36.8071478238
"POINT (174.725876991027 -36.7848040510821)",124000,Glenfield Central,1.12786017,1.12786017,1754000.06785,5927610.44995,-36.78480405,174.72587699,174.725876991,-36.7848040511
"POINT (174.474234207104 -36.9618655369309)",124100,Piha,5.23830468,5.23830468,1731241.0881,5908342.64105,-36.96186554,174.47423421,174.474234207,-36.9618655369
"POINT (174.593923666583 -36.8714618863669)",124200,Ranui South West,0.73694345,0.73694345,1742064.6067,5918200.769,-36.87146189,174.59392367,174.593923667,-36.8714618864
"POINT (174.617977756152 -36.8592483682787)",124300,Henderson Larnoch,0.96975579,0.96975579,1744231.64235,5919519.7075,-36.85924837,174.61797776,174.617977756,-36.8592483683
"POINT (174.707640624227 -36.8004217645054)",124400,Birkdale South,1.40729671,1.40729671,1752341.76,5925906.97485,-36.80042176,174.70764062,174.707640624,-36.8004217645
"POINT (174.651740063748 -36.836057128301)",124500,Te Atatu Peninsula Central,1.11370438,1.11370438,1747286.0476,5922041.0923,-36.83605713,174.65174006,174.651740064,-36.8360571283
"POINT (174.734586915599 -36.7802619621595)",124600,Glenfield East,0.61847921,0.61847921,1754786.45995,5928100.3067,-36.78026196,174.73458692,174.734586916,-36.7802619622
"POINT (174.569173838846 -36.9064158343315)",124700,Henderson Valley,15.02367834,15.02367834,1739794.7584,5914359.42415,-36.90641583,174.56917384,174.569173839,-36.9064158343
"POINT (174.646984215442 -36.8487223576432)",124800,Te Atatu Peninsula West,1.42485167,1.42485167,1746837.7087,5920643.2916,-36.84872236,174.64698422,174.646984215,-36.8487223576
"POINT (174.624113509453 -36.8597986672495)",124900,Henderson Lincoln West,0.8979807,0.8979807,1744777.60575,5919449.36965,-36.85979867,174.62411351,174.624113509,-36.8597986672
"POINT (174.604680896836 -36.8718904457378)",125000,Ranui South East,0.94515226,0.94515226,1743022.65775,5918137.15975,-36.87189045,174.6046809,174.604680897,-36.8718904457
"POINT (174.634074249263 -36.8559007811499)",125100,Henderson Lincoln East,1.94435988,1.94435988,1745672.9993,5919866.66465,-36.85590078,174.63407425,174.634074249,-36.8559007811
"POINT (174.712872040345 -36.8063822282243)",125200,Birkenhead West,2.26268676,2.26268676,1752796.65715,5925237.35075,-36.80638223,174.71287204,174.71287204,-36.8063822282
"POINT (174.656216500432 -36.8434558377691)",125300,Te Atatu Peninsula East,1.80961684,1.80961684,1747671.01345,5921213.3436,-36.84345584,174.6562165,174.6562165,-36.8434558378
"POINT (174.760194617137 -36.7712983859684)",125400,Milford West,0.83338076,0.83338076,1757090.072,5929053.0179,-36.77129839,174.76019462,174.760194617,-36.771298386
"POINT (174.753559656123 -36.7765588417177)",125500,Westlake,0.68702661,0.68702661,1756487.1798,5928480.27615,-36.77655884,174.75355966,174.753559656,-36.7765588417
"POINT (174.743792977879 -36.7900378131523)",125600,Hillcrest North (Auckland),0.979803,0.979803,1755588.266,5927000.7991,-36.79003781,174.74379298,174.743792978,-36.7900378132
"POINT (174.623675053551 -36.8672246782972)",125700,Henderson Lincoln South,1.35507716,1.35507716,1744724.5078,5918626.1683,-36.86722468,174.62367505,174.623675054,-36.8672246783
"POINT (174.728309186551 -36.7978864961131)",125800,Hillcrest West (Auckland),0.88492421,0.88492421,1754190.88265,5926155.1157,-36.7978865,174.72830919,174.728309187,-36.7978864961
"POINT (174.768463580938 -36.7717447403695)",125900,Milford Central,0.74357208,0.74357208,1757827.19425,5928989.8885,-36.77174474,174.76846358,174.768463581,-36.7717447404
"POINT (174.605275897427 -36.8816775345838)",126000,Summerland South,1.33401073,1.33401073,1743057.4325,5917050.4568,-36.88167753,174.6052759,174.605275897,-36.8816775346
